Started,Ended,Name of conflict,Belligerents,Defeated,Part of,War link,Wider conflict link
2011,2011,Libyan civil war (2011)\n,Anti-Gaddafi forces\nQatar\nNATO\nBelgium\nBulgaria\nCanada\nDenmark\nFrance\nGreece\nItaly\nNetherlands\nNorway[89]\nPoland (only\nhumanitarian and medical\naid)[90]\nRomania\nSpain\nTurkey\nUnited Kingdom\nUnited States\nOther countries\nJordan[91]\nQatar\nSweden\nUnited Arab Emirates[92]\nMinor border clashes:\nTunisia\nTunisian Army\nTunisian Police,Libya,Arab Spring and the Libyan Crisis since 2011,https://en.wikipedia.org/wiki/Libyan_civil_war_(2011),https://en.wikipedia.org/wiki/Arab_Spring
,,,Supported by:\nEgypt[93][94],,,,
2011,2024,Syrian civil war,Ba'athist Syria\nHezbollah\nIran\nRussia (2015–present)\nSupport\nIraq (2017–19),Syria\n(Syrian o\nTurke\nSupport:\nQatar\nUnited\nSaudi A\nUnited\nFrance\nGovernm\nSupport:\nAl-Qae\nQatar (\nSaudi A\nTurkey\nIslam\nSupport\nAl-Qa\nRoja\nForces) (\nSupport:\nUnited\nRussia\nFrance\nPKK\nPUK (2\nKDP (2\nCJTF\nParticipan\nUnited\nFrance\nUnited\nJordan\nGerma\nNether\nUnited\nSaudi A\nAustra\nBelgium\nBahrai\nDenma\nMorocc\nQatar (\nCanad,,https://en.wikipedia.org/wiki/Syrian_civil_war,
2011,2020,Sudanese conflict in South Kordofan and Blue Nile\n,Sudan,SRF\nJEM\nSP\nSL\nAlleged s\nEthio,Sudanese Civil Wars,https://en.wikipedia.org/wiki/Sudanese_conflict_in_South_Kordofan_and_Blue_Nile,https://en.wikipedia.org/wiki/Sudanese_Civil_War_(disambiguation)
2011,2017,Syrian civil war spillover in Lebanon\n,Lebanon\nLebanese Armed Forces\nInternal Security Forces\nSupport:\nAustralia[97]\nCanada[98]\nChina[99],Syrian re\nFre\nSara\nIsla\nFut,"Arab Winter, the Spillover of the Syrian Civil War and\nthe Iran–Saudi Arabia proxy conflict",https://en.wikipedia.org/wiki/Syrian_civil_war_spillover_in_Lebanon,https://en.wikipedia.org/wiki/Arab_Winter
,,,Cyprus[100]\nCzech Republic[101]\nEgypt[102]\nFrance[103]\nGermany[104]\nIran[105]\nItaly[106]\nJordan[107]\nNetherlands[108]\nRussia[109]\nSaudi Arabia[103]\nSouth Korea[110]\nSpain[111]\nTurkey[112]\nUnited Kingdom[113][114]\nUnited States[103]\nPro-Assad militant\ngroups:\nHezbollah\nLebanese Resistance\nBrigades[115]\nPFLP-GC[116]\nAmal Movement[117]\nSyrian Social Nationalist\nParty[118]\nDFLP[119]\nPopular Nasserist\nOrganization[120]\nAs-Sa'iqa[121]\nFatah al-Intifada[122]\nArab Democratic Party\n(until 2014)[123]\nArmenian Revolutionary\nFederation[124]\nArab Movement Party[125]\nSupport:\nBa'athist Syria[126]\nIran[127]\nRussia[128]\nOther militias:\nLebanese Communist\nParty[129]\nFatah[130][131],Support:\nSaudi A\nAl-Qa\nAl-\nFat\nGh\nJun\nHa\nAb\nBrigade\nOs\nSu\nCommit\nMu\nIslam\n(from 201\nMili\nFre\nBrigade,,,
2011,Ongoing,Ethnic violence in South Sudan\n,Various tribes,Various trib,Sudanese nomadic conflicts,https://en.wikipedia.org/wiki/Ethnic_violence_in_South_Sudan,https://en.wikipedia.org/wiki/Sudanese_nomadic_conflicts
2011,2012,Operation Linda Nchi\n,Kenya\nTFG\nRaskamboni Front[147]\nASWJ[148]\nAzania,Al-Sha,Somali Civil War (2009–present) and the Somali–\nKenyan conflict,https://en.wikipedia.org/wiki/Operation_Linda_Nchi,https://en.wikipedia.org/wiki/Somali_Civil_War_(2009%E2%80%93present)
2011,2014,Factional violence in Libya (2011–2014)\n,Libyan National Army\nSpecial Forces (Saiqa\nbrigade)\nLibyan Air Force[149]\nLibyan Navy[150]\nGovernment-sanctioned\nlocal militias\nSupreme Security Committee,Various m\nGa\nBrig\nTou\nof Libya\nGe\nZint\nPro\nArm\nMas\nKati\nAl-A\nS\nBenghaz\nRevolutio,Libyan Crisis (2011–present) (aftermath of the First\nLibyan Civil War),https://en.wikipedia.org/wiki/Factional_violence_in_Libya_(2011%E2%80%932014),https://en.wikipedia.org/wiki/Libyan_Crisis_(2011%E2%80%93present)
,,,,Ansar A\nLibya S,,,
2011,2013,Iraqi insurgency (2011–2013)\n,Iraqi Government\nSecurity forces\nPrivate security contractors\nIraqi Kurdistan\nPeshmerga\nAsayish\nCTG Kurdistan\nParastin u Zanyari\nSons of Iraq\nSupported by:\nUnited States,Islam\nsince Ap\nIslam\nNaqs\nOther Su,Iraqi conflict (2003–present),https://en.wikipedia.org/wiki/Iraqi_insurgency_(2011%E2%80%932013),https://en.wikipedia.org/wiki/Iraqi_conflict_(2003%E2%80%93present)
2012[ad],Ongoing,War in the Sahel\n,Alliance of Sahel States\nMali\nNiger\nBurkina Faso\nBenin\nTogo[ae]\nIvory Coast[af]\nAlgeria[ag]\nMauritania[ah]\nNigeria[160]\nSupported by:\nAfrica Corps (since\n2021)[161][ai]\nTurkey (since 2022)\nFrance (2013–\n2023)[163]\nUnited States (until\n2024)[164]\nMINUSMA (2013–\n2023)[aj]\nAFISMA (2012–2013)\nG5 Sahel (until 2023),Al-Qae\nJam\nMuslim\nNig\nAnsaru\nBoko H\nIslamic\nIsla\npres\nKat\n201\nIsla\nProvinc\nAzaw\nNigerien\nPatriotic\nFree Ar\nFormer be\nCSP-PSD (\nCo\nMovem\n[174] (20\nMN\nHC\nMA\nGATI\n(2023–20\nPatriotic Lib\n2024)[176],"war on terror, spillover of the Insurgency in the\nMaghreb (2002–present) and the War against the Islamic State",https://en.wikipedia.org/wiki/War_in_the_Sahel,https://en.wikipedia.org/wiki/War_on_terror
2012,Ongoing,Mali War\n,Mali\nRussia (2021–)\nAfrica Corps[177]\nFrance (2013–22)\nSupported by:\nECOWAS\nBenin[178]\nBurkina Faso (until\n2025)[179]\nCape Verde[180]\nGambia[180]\nGhana[181]\nGuinea[182]\nGuinea-Bissau[180]\nIvory Coast[182]\nLiberia[183]\nNiger (until 2025)[184]\nNigeria[185]\nSierra Leone[186]\nSenegal[185]\nTogo[178]\nBurkina Faso (2025–)\nNiger (2025–),CSP-PSD (\nCo\nMovem\n[174] (20\nGA\n(2023–2\nAzawa\nSupporte\nUkrai\nAl-Qae\nAQ\nAn\nAl-\nJa\nMuslim\nBoko H\nMOJW\nAnsar\nM\n(2012–1\nIslamic\nSah,Islamist insurgency in the Sahel and the war on\nterror,https://en.wikipedia.org/wiki/Mali_War,https://en.wikipedia.org/wiki/Islamist_insurgency_in_the_Sahel
,,,MINUSMA (2013–23)[al]\nSupported by:\nEUTM Mali (2013–23)\nOthers\nAngola[189]\nAustralia[190]\nBangladesh[191]\nBelgium[192]\nCanada[193][194]\nComoros[195]\nCzech Republic[196]\nDenmark[197][198]\nEuropean Union[199][200]\nGermany[201][202]\nHungary[203][204]\nIndia[205]\nIran[206]\nIreland[207]\nItaly[208]\nJapan[209]\nMauritania\nNamibia[210]\nNetherlands[211]\nNorth Korea[212]\nRomania[213]\nSpain[214][215]\nTurkey\nUnited Arab Emirates[216]\nUnited Kingdom[217]\nUnited States[218]\nNon-state combatants:\nPlatform\nPopular Movement for\nthe Salvation of Azawad\nGanda Iso\nMAA-Loyaliste[219][220]\nMSA (2016–)\nGATIA (Ag Gamou\nfaction) (2014–23)[221]\nWagner Group (2021–\n25)[am][222][223][224]\nCSP-DPA (2021–23)\nCoordination of Azawad\nMovements\nPlatform,,,,
2012,2012,Heglig Crisis,Sudan,South\nJEM[232\nSPLM-,,https://en.wikipedia.org/wiki/Heglig_Crisis,
2012,2013,M23 rebellion\n,Democratic Republic of the\nCongo\nMONUSCO\nForce Intervention\nBrigade\nSouth Africa\nTanzania\nMalawi[233],March\nAlleged su\nUgand\nRwand,Kivu conflict,https://en.wikipedia.org/wiki/M23_rebellion_(2012%E2%80%932013),https://en.wikipedia.org/wiki/Kivu_conflict
2012,2012,2012 Abyan offensive\n,Yemen\nSupported by:\nUnited States\nSaudi Arabia[235],Al-Qae\nAnsar,Yemeni Crisis (2011-present),https://en.wikipedia.org/wiki/2012_Abyan_offensive,https://en.wikipedia.org/wiki/Yemeni_Crisis_(2011-present)
2012,2012,Baragoi clashes,Samburu tribe,Turkana tri,,https://en.wikipedia.org/wiki/Baragoi_clashes,
2012,Ongoing,Central African Republic Civil War,Central African Republic\nCentral African Armed\nForces\nMINUSCA (since 2014)\nRwanda (since 2020)[236],Coalit\n(since 202\nAnt\n3R,,https://en.wikipedia.org/wiki/Central_African_Republic_Civil_War,
,,,Russia (since 2018)[236]\nWagner Group[237]\nRussian Imperial\nMovement[238]\nBlack Russians[239]\nAzande Ani Kpi Gbe[240]\nFormerly:\nSouth Africa (2013)\nMISCA (2013–2014)\nMICOPAX (2008–2013)\nAngola\nCameroon\nChad\nMorocco[241]\nUganda\nCongo-Brazzaville\nDRC\nGabon\nBurundi\nEquatorial Guinea\nSão Tomé and Príncipe\nFrance (2013–2021)[242]\nEUFOR RCA\n(2014–2015)\nEstonia\nFinland\nGeorgia\nLatvia\nLuxembourg\nNetherlands\nPortugal\nPoland\nRomania\nSpain\nItaly,UP\nFP\nMP\nPRNC\nCMSP\nSupport:\nCh\nRS\nDefunct gr\nSéléka\nCPJP\nCPSK\nUFDR\nFDPC\nFPR\nRJ (20\nMNLC\nMLCJ\nRPRC,,,
2013,2013,Lahad Datu standoff\n,Malaysia\nSabahan local\nvillagers[246][247][248]\nSupported by:\nPhilippines[note 3][249],Sulta\nKiram III's\nFilipino il\ncombativ\nSupporte\nMor\nFront (Mi,North Borneo dispute and cross border attacks in\nSabah,https://en.wikipedia.org/wiki/2013_Lahad_Datu_standoff,https://en.wikipedia.org/wiki/North_Borneo_dispute
2013,2018,Batwa–Luba clashes\n,"Pygmy batwa militias\n""Perci""[251]","Luba militia\n""Eleme",Katanga insurgency,https://en.wikipedia.org/wiki/Batwa%E2%80%93Luba_clashes,https://en.wikipedia.org/wiki/Katanga_insurgency
2013,2021,RENAMO insurgency (2013–2021),Mozambique,RENA\nRENAMO M,,https://en.wikipedia.org/wiki/RENAMO_insurgency_(2013%E2%80%932021),
2013,2013,Zamboanga City crisis\n,Philippines,Bang,Moro conflict,https://en.wikipedia.org/wiki/Zamboanga_City_crisis,https://en.wikipedia.org/wiki/Moro_conflict
2013,2020,South Sudanese Civil War\n,South Sudan\nSPLA\nAir Force\nMathiang Anyoor\nMaban Defence Force[253]\nAllied militias:\nSSLM\nSRF\nJEM[ao]\nSPLM-N[258][256] (alleged)\nSLA-AW[259]\nSLA-MM[259]\nEUPF[260] (alleged)\nState allies:\nUganda\nEgypt[261] (alleged),UNM\nRe\nSPLM\nNuer\nSSDM\nCo\nGreater\n2015)[26\nAgw\nTFNF[272\nSSFDP[2\nSouth\nArmy[274]\nNAS\nArrow Bo\nWau,Ethnic violence in South Sudan[252],https://en.wikipedia.org/wiki/South_Sudanese_Civil_War,https://en.wikipedia.org/wiki/Ethnic_violence_in_South_Sudan
,,,,SSOA\nSSO\n2020)\nSupporte\nSuda\nclaim)[277],,,
2013,2017,War in Iraq (2013–2017)\n,Central government of\nIraq[278]\nIraqi Armed Forces\nIraqi Ground Forces\nIraqi Air Force\nCTS-ISOF\nPopular Mobilization\nForces\nAssyrian Forces (Iraqi\ncommand)\nFederal Police\nKurdistan Region[278]\nPeshmerga\nZeravani\nKurdistan Region Security\nCouncil\nCTG Kurdistan\nParastin u Zanyari\nAssyrian Forces (Kurdish\ncommand)\nAllied groups:\nSinjar Alliance\nPKK[279]\nRojava[279]\nKurdish National\nCouncil[280]\nIraqi Turkmen Front\nIraqi Communist Party\nVarious self-defense\ngroups\nOthers:\nIran\nHezbollah\nSyria[281]\nCJTF–OIR\nUnited States\nUnited Kingdom\nCanada[282][283]\nAustralia[284]\nFrance\nItaly\nNetherlands\nNew Zealand[285]\nFinland[286]\nDenmark[287],Islamic\nSunni Insu\n2015)\nNa\n2015)\nAn\n2015)\nGM\nAr\nFr\nIsl\n2014)\n1920 R\n2015)[2,"Iraqi conflict, spillover of the Syrian civil war, War\nagainst the Islamic State, and the war on terror",https://en.wikipedia.org/wiki/War_in_Iraq_(2013%E2%80%932017),https://en.wikipedia.org/wiki/Iraqi_conflict
2014,Ongoing,Russo-Ukrainian War (outline)\n,"Russia\nDonetsk PR[aq]\nLuhansk PR[aq]\nNorth Korea[290]\nBelarus[ar]\nSupplied by:\nFor details, see Russian\nmilitary suppliers",Ukrai\nSupplied\nFor coun\nUkraine s\naid to Uk,conflicts in territory of the former Soviet Union,https://en.wikipedia.org/wiki/Outline_of_the_Russo-Ukrainian_War,https://en.wikipedia.org/wiki/Russo-Ukrainian_War
2014,2014,2014 Aswan tribal clashes,Arabic Al-Halayel clan,Nubian Al-D,,https://en.wikipedia.org/wiki/2014_Aswan_tribal_clashes,
2014,2020,Libyan civil war (2014–2020)\n,House of\nRepresentatives (Tobruk-\nbased)[295][296]\nLibyan National\nArmy[297][298]\nLibyan Air Force\n(LNA–aligned)\nLibyan Navy\n(LNA–aligned),Go\nAccord\n2016)\nLib\nLib\n(GNA–a\nLib\n(GNA–a\nOthers:,"Arab Winter, the Libyan Crisis, the Iran–Saudi Arabia\nproxy conflict, the war on terror, and the Qatar–Saudi Arabia\ndiplomatic conflict",https://en.wikipedia.org/wiki/Libyan_civil_war_(2014%E2%80%932020),https://en.wikipedia.org/wiki/Arab_Winter
,,,"Others:\nZintan brigades[299]\nJEM[300] (from 2016)\nSLM/A-Minnawi[301][302]\nGaddafi loyalists[303]\nPopular Front for the\nLiberation of Libya\nWarshefana militias\n[299][304][305]\nWagner Group\n(from 2018)\n[306][307][308][309][310]\nEgypt[311][312][313]\nUnited Arab\nEmirates[311][314][315][316]\nRSF[317] (from 2019)\nBa'athist Syria\n(2020)[318][319][320]\nHezbollah\n(allegedly)[321][322]\nIsrael\n(allegedly, denied by\nLNA)[323][324][325][326][327]\nIran[328]\nSupport:\nRussia[329][330]\nFrance[331][332][333][334]\nSaudi Arabia[335]\nChad[336]\nJordan[337][338][305]\nBelarus[339][340]\nGreece[341][342]\nCyprus[343]\nUnited States[344][345]\nUnited Kingdom[346]","Presidentia\nMisrata Bri\nSabratha R\nPetroleum\nTripoli Prot\nMisratan Th\nTuareg mili\nToubou\nLibya[353]\nChadian re\nCCMSR,[35\nTurke\nSyria\n2019)[359\nP\nCommitte\nHam\nby Hama\nSupport:\nQatar[3\nSudan\nPakista\nIran[36\nMoroc\nMalta[3\nItaly[37\nEurope\nGreece, Cy\nUnited\nUnited\nUkrain\nAlgeria\nUnited\nN\nGovernm\n(2014–20\nLibya D\nLRO\nLiby\nSupport:\nSudan\nTurkey\nQatar\nIran[38\nUkrain\nIslam\n(from 201\nWilayat\nWilayat\nWilayat\nSupport:\nAQIM (\nin 2016[392\nal-Qae\n(2014–201\nShura\nBenghazi R\n(2014–201\nSCBR\nmilitia:\nAnsar\n(2014–201\nLibya Shiel\n(2014–16)\nRafallah al-\nOthers:",,,
,,,,Bengh\nBrigades[39\nAjdabiy\nCouncil (20\nDerna,,,
2014,Ongoing,War against the Islamic State\n,"In multiple regions:\nCJTF–OIR\nIMCTC\nIn Iraq\nIraq\nIraqi Kurdistan\nUnited States\nIran[400]\nIn Syria\nBa'athist Syria (2011–2024)\nRussia\nIran\nSyrian transitional\ngovernment (since 2024)\nTurkey[401]\nSyrian Salvation\nGovernment (2017–2024)\nSyrian Interim Government\n(2013–2025)\nAutonomous Administration\nof North and East Syria (2015–\npresent)\nUnited States\nIn the Levant\nEgypt (See: Sinai insurgency)\nIsrael[402]\nHamas\nIn Libya\nLibya\nGovernment of National\nAccord\nHouse of Representatives\nEgypt\nFrance\nUnited States\nIn Afghanistan\nIslamic Republic of\nAfghanistan\nIslamic Emirate of\nAfghanistan (Taliban, conflict\nsince 2015)[403][404]\nIn West Africa\nMultinational Joint Task\nForce",Islamic\nWil\n(in Liby\nWil\n(in the S\nISW\n(West A\nIS-\n(Sahel)\nIS-\n(Centra\nAns\n(in Moz\nWil\n(in Afgh\nWil\n(in the N\nAbu\n(in Sout\nWil\n(in Som,"war on terror, the Second Libyan Civil War, the War\nin Iraq (2013–2017), the Syrian civil war and its spillover, the\nSinai insurgency, the Boko Haram insurgency, the insurgency in\nthe North Caucasus, the Moro conflict, the insurgency in Cabo\nDelgado, the Islamic State insurgency in Puntland the Sahel\nWar and the Salafi-jihadist insurgency in the Gaza Strip",https://en.wikipedia.org/wiki/War_against_the_Islamic_State,https://en.wikipedia.org/wiki/War_on_terror
2014,2014,2014 Gaza War\n,Israel,Gaza S\nHa\nPa\nPo\nLiberati\nDe\nLiberati\nPo\nCommit\nAb\nJaysh\nAl-A,Gaza–Israel conflict,https://en.wikipedia.org/wiki/2014_Gaza_War,https://en.wikipedia.org/wiki/Gaza%E2%80%93Israel_conflict
2014,Ongoing,Yemeni civil war (2014–present)\n,Supreme Political Council\n(formerly SRC)\nHouthis\nGPC (pro-Houthi)\nSaleh loyalists (until 2017)\nPro-Houthi Popular\nCommittees[410]\nSanaa-GPC forces[411],Repub\n(internation\nPLC since\nYe\nRe\nGP\nSTC (2\npresent\nNation\npresent,"Yemeni crisis, the Arab Winter, the war on terror, and\nthe Iran–Saudi Arabia proxy conflict",https://en.wikipedia.org/wiki/Yemeni_civil_war_(2014%E2%80%93present),https://en.wikipedia.org/wiki/Yemeni_crisis
,,,,Gia\nHa\nAlliance\nAl-I\nBa\nSaleh l\npresent\nPopula\nPopula\nSaudi-\nSaudi A\nUnited\nSudan\nSeneg\nMoroc\nQatar\nKuwait\nBahrai\nAcade\n16)[436] Jan\nSTC (201\nEmirates[\nAl-Qae\nAQ\nCounc\nSunna w\nHadhra\ncouncil[\nDhi Na\nAl-Ham\nIslamic\nYe,,,
2014,2015,Houthi takeover in Yemen\n,Houthis\nSaleh Security forces\nRepublican Guard,Cabine\nSecu\nAl-Is\nUnite\nSaud,Yemeni civil war (2014–present),https://en.wikipedia.org/wiki/Houthi_takeover_in_Yemen,https://en.wikipedia.org/wiki/Yemeni_civil_war_(2014%E2%80%93present)
2015,Ongoing,Islamic State–Taliban conflict\n,Afghanistan\nTaliban\nHaqqani network[449]\nAl-Qaeda[450]\nIslamic Movement of\nUzbekistan (pro-Taliban & anti-IS\nfactions)[451]\nTurkistan Islamic Party\nPakistani Taliban,Islamic\nKhoras\nIS cent\nMullah\nFidai M\nIslamic\n(pro-IS factio,"Afghan conflict, war on terror, and al-Qaeda–Islamic\nState conflict",https://en.wikipedia.org/wiki/Islamic_State%E2%80%93Taliban_conflict,https://en.wikipedia.org/wiki/Afghan_conflict
2015,2022,Islamic State insurgency in Tunisia\n,Tunisia\nTunisian National Guard\nTunisian Army\nTunisian Police,Islamic\nIslamic\nIslamic\nProvinc\nIslamic\nUqba ib\nAnsar a\n(only in,"spillover of the Second Libyan Civil War,\nthe Arab Winter, war on terror and War against the Islamic State",https://en.wikipedia.org/wiki/Islamic_State_insurgency_in_Tunisia,https://en.wikipedia.org/wiki/Libyan_civil_war_(2014%E2%80%932020)
2015,2025,Kurdish–Turkish conflict (2015–2025)\n,Turkey,Kurdis\n(KCK)\nPK\nSD\nPF\nHBDH\nKurdis,"Kurdistan Workers' Party insurgency, Kurdish–\nTurkish conflict and the Spillover of the Syrian civil war",https://en.wikipedia.org/wiki/Kurdish%E2%80%93Turkish_conflict,https://en.wikipedia.org/wiki/Kurdistan_Workers'_Party_insurgency
2016,Ongoing,2016 Niger Delta conflict\n,Nigeria\nNiger Delta Revolutionary\nCrusaders (since 2019)[457]\nNigerian Armed Forces,Niger Delta\nMilitant or\nAdaka Boro\nAsawana D,conflict in the Niger Delta,https://en.wikipedia.org/wiki/2016_Niger_Delta_conflict,https://en.wikipedia.org/wiki/Conflict_in_the_Niger_Delta
,,,Involved states\nAbia State\nAkwa Ibom State\nBayelsa State\nCross River State\nDelta State\nEdo State\nImo State\nOndo State\nRivers State,Niger Delta\nNiger Delta\nMandate\nNiger Delta\nNiger Delta\nNiger Delta\nNiger Delta\n(until 2019)\nReformed E\nEgbesu Bo\nEgbesu Re\nEgbesu Mig\nInd\nBiafra[459,,,
2016,2016,2016 Nagorno-Karabakh conflict\n,Artsakh\nArmenia,Azerb,Nagorno-Karabakh conflict,https://en.wikipedia.org/wiki/2016_Nagorno-Karabakh_conflict,https://en.wikipedia.org/wiki/Nagorno-Karabakh_conflict
2016,2017,Pool War,Republic of the Congo,Ninja mili,,https://en.wikipedia.org/wiki/Pool_War,
2016,Ongoing,Philippine drug war\n,"Philippine\ngovernment\nPhilippine National Police\nInter-Agency Committee\non Anti-Illegal Drugs\nPhilippine Drug\nEnforcement Agency\nNational Bureau of\nInvestigation\nArmed Forces of the\nPhilippines\nBureau of Customs\nDepartment of Justice\nAnti-Money Laundering\nCouncil\nPhilippine Coast Guard\nNon-state participants,\narmed organizations:\nCPP-NPA[460]\n(until August 2016[note 4])\nMILF[462]\nVigilantes[463]\nDavao Death Squad\nHired hitmen\nForeign support:[note 5]\nChina\n(intelligence and financial\nsupport)[464][465]\nSingapore\n(intelligence support)[466]\nUnited States\n(financial support)[467][464]",Philippin\ngangs:\nKuraton\nWaray-W\nBahala\nSigue S\nForeign d\nSin\nChinese\nColomb\n(alleged\nJihadist\ngroups:\nAbu\nNinja c\nengaged\nSuspecte,"Civil conflict in the Philippines, Cross border attacks\nin Sabah, spillovers of the Colombian Conflict and Mexican\ndrug war and of the Insurgency in south Thailand and War\nagainst Islamic State",https://en.wikipedia.org/wiki/Philippine_drug_war,https://en.wikipedia.org/wiki/Civil_conflict_in_the_Philippines
2016,2019,Kamwina Nsapu rebellion,DR Congo\nAllied militias:\nBana Mura[476]\nEcurie Mbembe[477]\nSmaller pro-government\ngroups,Kamw\nVarious,,https://en.wikipedia.org/wiki/Kamwina_Nsapu_rebellion,
2016,Ongoing,Conflict in Rakhine State\n,Myanmar\nAllied groups:\nArakan Liberation Army,Arakan\nSupport:\nAsho Chin\nPeople\n(Magway)\nAraka\nArmy\nRohing,Myanmar civil war and Rohingya conflict,https://en.wikipedia.org/wiki/Conflict_in_Rakhine_State_(2016%E2%80%93present),https://en.wikipedia.org/wiki/Myanmar_conflict
,,,,Rohingya I\nArakan R,,,
2016,2016,Kasese clashes,Uganda,Rwenz,,https://en.wikipedia.org/wiki/Kasese_clashes,
2016,Ongoing,Insurgency in Chad (2016–present),Chad\nFrance (until 2025)\nCentral African\nRepublic (2023)\nJEM,FACT\nCCMSR\nUFR\nFNDJT\nMDJT[480\nUFDD\nFPRN[481\nFPR\nMRST[482\nRPJET\n(At leas\noverall),,https://en.wikipedia.org/wiki/Insurgency_in_Chad_(2016%E2%80%93present),
2017,2017,2017 Afghanistan–Pakistan border skirmish\n,Pakistan,Afghan,Afghanistan–Pakistan skirmishes,https://en.wikipedia.org/wiki/2017_Afghanistan%E2%80%93Pakistan_border_skirmish,https://en.wikipedia.org/wiki/Afghanistan%E2%80%93Pakistan_skirmishes
2017,2020,2017–2020 Qatif unrest\n,Saudi Arabia,Hezbollah A\nOther Shia\nSupported\nSaraya al-M\nBahrai,Qatif conflict,https://en.wikipedia.org/wiki/2017%E2%80%932020_Qatif_unrest,https://en.wikipedia.org/wiki/Qatif_conflict
2017,2017,Siege of Marawi\n,Philippines,Islamic,Moro conflict and the war against the Islamic State,https://en.wikipedia.org/wiki/Siege_of_Marawi,https://en.wikipedia.org/wiki/Moro_conflict
2017,Ongoing,Anglophone Crisis\n,Cameroon,Ambaz,Anglophone problem,https://en.wikipedia.org/wiki/Anglophone_Crisis,https://en.wikipedia.org/wiki/Anglophone_problem
2017,Ongoing,Insurgency in Cabo Delgado\n,Mozambique\nRwanda\n(from 2021)[484]\nSouthern African\nDevelopment Community\n(from 2021)\nSouth Africa\nBotswana\nLesotho\nTanzania\nAngola\nZambia\nMalawi\nDRC\nNamibia\nPrivate Military Companies\nDyck Advisory Group\nControl Risks\nParamount Group\nFrontier Services Group\nWagner Group,Ansa\nIslami\nBandits[4,"war against the Islamic State, Islamic terrorism in\nAfrica and the war on terror",https://en.wikipedia.org/wiki/Insurgency_in_Cabo_Delgado,https://en.wikipedia.org/wiki/War_against_the_Islamic_State
2017,2017,2017 Iraqi–Kurdish conflict\n,Iraq\nSupported by:\nIran[486],Kurdis\nPKK[48\nPDKI[4\nWhite,Iraqi–Kurdish conflict,https://en.wikipedia.org/wiki/2017_Iraqi%E2%80%93Kurdish_conflict,https://en.wikipedia.org/wiki/Iraqi%E2%80%93Kurdish_conflict
2017,Ongoing,Islamic State insurgency in Iraq (2017–present)\n,Iraq\nIraqi Federal Police\nIraqi Armed Forces\nSpecial Operations\nForces (SOF)\nPopular Mobilization\nForces (PMF)\nPro-Government Tribes\n(ar)[490]\nIslamic Resistance in Iraq\nSupported by:\nIran,Islami\nWhite,Iraqi conflict and war against the Islamic State,https://en.wikipedia.org/wiki/Islamic_State_insurgency_in_Iraq_(2017%E2%80%93present),https://en.wikipedia.org/wiki/Iraqi_conflict
,,,Rojava (cross-border\ncooperation since May\n2018)[491]\nSupported by:\nCJTF-OIR\nUnited States\nUnited Kingdom\nFrance\nKurdistan Region\nPeshmerga\nSupported by:\nNetherlands[492],,,,
2018,Ongoing,War on drugs in Ecuador\n,Government of\nEcuador\nNational Police of Ecuador\nArmed Forces of Ecuador\nEcuadorian Army\nEcuadorian Navy\nEcuadorian Air Force\nArmed civilians\nCounter-terrorist PMCs\nSupported by:\nUnited States\nCIA\nCanada\nColombia\nMexico (until 2024)\nPeru,Organize\nSinaloa\nLos Ch\nCJNG\nLos Lob\nChone\nLos Tig\nLos Lag\nLatin Ki\nNETA A\nPCE-SR\nFARC–\nFARC d\nELN\nLa Emp\nOther gro,war on drugs,https://en.wikipedia.org/wiki/War_on_drugs_in_Ecuador,https://en.wikipedia.org/wiki/War_on_drugs
2018,Ongoing,Catatumbo campaign\n,Colombia\n2nd Division,Pop\n(EPL)\nNati\n(ELN)\nNororie\nLos Rast\nFARC dis,"Colombian conflict (1964–present), the war on drugs\n(1993–present), and the Crisis in Venezuela (2010–present)",https://en.wikipedia.org/wiki/Catatumbo_campaign,https://en.wikipedia.org/wiki/Colombian_conflict
2018,2018,2018 Armenian–Azerbaijani clashes\n,Azerbaijan,Arme,Nagorno-Karabakh conflict,https://en.wikipedia.org/wiki/2018_Armenian%E2%80%93Azerbaijani_clashes,https://en.wikipedia.org/wiki/Nagorno-Karabakh_conflict
2018,Ongoing,OLA insurgency\n,Ethiopia\nOromia,OLA,Oromo conflict and Ethiopian civil conflict (2018–\npresent),https://en.wikipedia.org/wiki/OLA_insurgency,https://en.wikipedia.org/wiki/Oromo_conflict
2018,2018,November 2018 Gaza–Israel clashes\n,Israel,Gaza\nHa\nIslamic\nPFLP\nal-Aqsa\nPRC,Gaza–Israel conflict,https://en.wikipedia.org/wiki/November_2018_Gaza%E2%80%93Israel_clashes,https://en.wikipedia.org/wiki/Gaza%E2%80%93Israel_conflict
2019,2019,2019 India–Pakistan border skirmishes\n,India\nIndian Army\nIndian Air Force\nIndian Navy\nCRPF,Jaish-\nPakis\nPa\nPa\nPa,Indo−Pakistani conflicts and the Kashmir conflict,https://en.wikipedia.org/wiki/2019_India%E2%80%93Pakistan_border_skirmishes,https://en.wikipedia.org/wiki/Indo-Pakistani_wars_and_conflicts
,,nan,nan,nan,,,
2019,2019,May 2019 Gaza–Israel clashes\n,Israel,Gaza\nHa\nPa\nNat,Gaza–Israel conflict,https://en.wikipedia.org/wiki/May_2019_Gaza%E2%80%93Israel_clashes,https://en.wikipedia.org/wiki/Gaza%E2%80%93Israel_conflict
