Started,Ended,Name of conflict,Belligerents,Defeated,Part of,War link,Wider conflict link
1955,1959,Cyprus Emergency\n,EOKA,United Kingdom\nBritish Cyprus\nTurkey\nSpecial Warfare\nDepartment\nTurkish Resistance\nOrganisation,Cyprus problem\nand Decolonisation,https://en.wikipedia.org/wiki/Cyprus_Emergency,https://en.wikipedia.org/wiki/Cyprus_problem
1956,1956,Hungarian Revolution of\n1956\n,Soviet Union\nUntil 28 October:\nHungary\nFrom 4 November:\nKádár government,Hungarian\nrevolutionaries\nFrom 28 October:\nHungary (Nagy\ngovernment),Cold War,https://en.wikipedia.org/wiki/Hungarian_Revolution_of_1956,https://en.wikipedia.org/wiki/Hungarian_Revolution_of_1956
1956,1956,1956 Poznań protests\n,Polish People's Army\nInternal Security Corps\nSłużba Bezpieczeństwa,Protesters,Cold War,https://en.wikipedia.org/wiki/1956_Pozna%C5%84_protests,https://en.wikipedia.org/wiki/Cold_War
1956,1956,Suez Crisis\n,Israel\nUnited Kingdom\nFrance,Egypt,Cold War\nand the Arab–Israeli\nconflict,https://en.wikipedia.org/wiki/Suez_Crisis,https://en.wikipedia.org/wiki/Cold_War
1956,1956,Quỳnh Lưu uprising\n,North Vietnamese\nArmy,Quỳnh Lưu's Christians,Cold War,https://en.wikipedia.org/wiki/Qu%E1%BB%B3nh_L%C6%B0u_uprising,https://en.wikipedia.org/wiki/Cold_War
1957,1958,Ifni War\n,Morocco\nArmy of Liberation\nAllied Sahrawi tribes,Spain\nWest Africa\nFrance (1958)\nMauritania,decolonisation of\nAfrica,https://en.wikipedia.org/wiki/Ifni_War,https://en.wikipedia.org/wiki/Decolonisation_of_Africa
1957,1961,PRRI and Permesta rebellion,Indonesia,Revolutionary Government\nof the Republic of Indonesia\nPermesta,,,
Late 1950s,Late 1950s,Anti-taxation uprising in\nAfghanistan[60],Afghanistan,Hazara rebels,,https://en.wikipedia.org/wiki/Anti-taxation_uprising_in_Afghanistan?action=edit&redlink=1,https://en.wikipedia.org/wiki/Anti-taxation_uprising_in_Afghanistan?action=edit&redlink=1
1958,1958,14 July Revolution\n,Free Officers\n19th Brigade\n20th Brigade,Arab Federation\nKingdom of Iraq\nRoyal Guard\nSupported by:\nKingdom of Jordan,Arab Cold War,https://en.wikipedia.org/wiki/14_July_Revolution,https://en.wikipedia.org/wiki/Arab_Cold_War
1958,1958,1958 Lebanon crisis\n,Government\nLebanese Armed\nForces,Opposition\nNajjadeh Party,Cold War and the\nArab Cold War,https://en.wikipedia.org/wiki/1958_Lebanon_crisis,https://en.wikipedia.org/wiki/Cold_War
,,,Kataeb Party\nSyrian Social\nNationalist Party\nARF\nSupported by:\nUnited States,Progressive Socialist\nParty\nLebanese Communist\nParty\nAl-Mourabitoun\nSupported by:\nUnited Arab Republic,,,
1958,1958,Second Taiwan Strait Crisis\n,People's Republic of\nChina,Republic of China\nUnited States,Chinese Civil\nWar and the Cold War,https://en.wikipedia.org/wiki/Second_Taiwan_Strait_Crisis,https://en.wikipedia.org/wiki/Chinese_Civil_War
1958,Ongoing,Ethnic conflict in Nagaland\n,India\nIndian Armed Forces\nCentral Reserve Police\nForce\nBorder Security Force\nState of Arunachal\nPradesh\nArunachal Pradesh Police\nState of Assam\nAssam Police\nState of Nagaland\nNagaland Police\nState of Manipur\nManipur Police\nManipur Rifles\nMyanmar\nSagaing Region\nTatmadaw\nBGF\nNSCN-IM\nRNHPF (2013–17)\nNSCN-K (YA)\n(2017– )\nNSCN-R (AC)\nANLF\nRGN (1968–73),NFA (Until 1980)\nNSCN (1980-88)\nNSCN Dissidents\n(1988-)\nNSCN-K (NS) (2020-)\nNSCN-K (AM) (2023-)\nNSCN-K (IS)\n(2023– )\nLocal Sumi militias\nZUF\nMNPF\nMNRF (Until 2013)\nUNPC (Until 2013),Insurgency in\nNortheast India,https://en.wikipedia.org/wiki/Ethnic_conflict_in_Nagaland,https://en.wikipedia.org/wiki/Insurgency_in_Northeast_India
1958,1959,North Vietnamese invasion of\nLaos\n,North Vietnam\nPathet Lao,Laos,Vietnam War and\nLaotian Civil War,https://en.wikipedia.org/wiki/North_Vietnamese_invasion_of_Laos,https://en.wikipedia.org/wiki/North_Vietnamese_invasion_of_Laos
1958,1959,Mexico–Guatemala conflict\n,Guatemala,Mexico,Guatemala–\nMexico relations,https://en.wikipedia.org/wiki/Mexico%E2%80%93Guatemala_conflict,https://en.wikipedia.org/wiki/Guatemala%E2%80%93Mexico_relations
1959,1959,Spirit Soldier rebellion (1959)\n,China,"""Regiment of Spirit\nSoldiers""",resistance against\nthe Great Leap Forward,https://en.wikipedia.org/wiki/Spirit_Soldier_rebellion_(1959),https://en.wikipedia.org/wiki/Great_Leap_Forward#Resistance
1959,1959,1959 Tibetan uprising\n,People's Republic of\nChina\nPeople's Liberation\nArmy,Tibetan and Khampa\nprotesters and guerrillas\nRemnants of the Tibetan\nArmy\nSimultaneous rebellion in Kham\nand Amdo:\nChushi Gangdruk\nSupported by:,Cold War,https://en.wikipedia.org/wiki/1959_Tibetan_uprising,https://en.wikipedia.org/wiki/Cold_War
,,,,Republic of China\nUnited States (CIA)\nIndia (diplomatic),,,
1959,1959,1959 Mosul uprising\n,"Iraqi Government\nCommunist Party\nKurdistan Democratic\nParty[61][62]\nArab, Kurdish, and\nAssyrian peasants[63][64]",Arab nationalists\nBa'ath Party\nSympathetic Arab\ntribes\nSupported by:\nUnited Arab\nRepublic[65][66][67]\nUnited States[68]\nCIA (alleged),Arab Cold War\nand Aftermath of the 14 July\nRevolution,https://en.wikipedia.org/wiki/1959_Mosul_uprising,https://en.wikipedia.org/wiki/Arab_Cold_War
1959,1975,Laotian Civil War\n,Pathet Lao\nNorth Vietnam\nNeutralists (1960–1962)\nPatriotic Neutralists\n(1963–1969),Kingdom of Laos\nNeutralists\n(1962–1966)\nUnited States\nSouth Vietnam\n(until 1975)\nThailand\nRepublic of China\n(until 1967),"Vietnam War, the\nIndochina Wars, and the\nCold War in Asia",https://en.wikipedia.org/wiki/Laotian_Civil_War,https://en.wikipedia.org/wiki/Vietnam_War
1959,1965,Escambray rebellion\n,Government of\nCuba\nSupported by:\nSoviet Union,Insurgents:\nAnti-communists\nBatista loyalists\nSupported by:\nCIA (1959–1961)\nDominican Republic\n(1960)[69]\nPartido Auténtico[70],consolidation of\nthe Cuban Revolution,https://en.wikipedia.org/wiki/Escambray_rebellion,https://en.wikipedia.org/wiki/Consolidation_of_the_Cuban_Revolution
1959,1959,Pashtun Revolt in Kandahar,Afghanistan,Pashtun rebels,,https://en.wikipedia.org/wiki/Pashtun_Revolt_in_Kandahar?action=edit&redlink=1,
1959,1959,Upper Yafa disturbances[71],United Kingdom\nUpper Yafa,Rebels\nSupported by:\nYemen,,https://en.wikipedia.org/wiki/Upper_Yafa_disturbances?action=edit&redlink=1,
1959,1959,Cuban invasion of\nPanama[72],Panama\nUnited States\nGuatemala,Cuba\nRevolutionary Action\nMovement\nMay 22 Youth\nRevolutionary Movement,,https://en.wikipedia.org/wiki/Cuban_invasion_of_Panama,https://en.wikipedia.org/wiki/Cuban_invasion_of_Panama
1959,1959,1959 Viqueque rebellion\n,Estado Novo,Permesta,Cold War and the\ndecolonization of Asia,https://en.wikipedia.org/wiki/1959_Viqueque_rebellion,https://en.wikipedia.org/wiki/Cold_War
1959,1959,Cuban invasion of the\nDominican Republic,Dominican Republic,Cuba,,https://en.wikipedia.org/wiki/Foreign_interventions_by_Cuba#1959_Dominican_Republic_invasion_attempt,https://en.wikipedia.org/wiki/Foreign_interventions_by_Cuba#1959_Dominican_Republic_invasion_attempt
1959,2011,Basque conflict\n,Spain\nErtzaintza\nNational Police Corps\nSpanish Army\nCivil Guard\nArmed Police Corps\nAnti-Terrorist Liberation\nGroups (1983–1987)[73][74]\nFrance\nNational Gendarmerie\nNational Police,Anti-communist\nparamilitaries:\nSpanish Basque Battalion\n(1975–1981)\nAnti-Communist Apostolic\nAlliance (1976–1983)\nSpanish Armed Groups\n(1979–1980)\nWarriors of Christ the King\n(1968–1980)\nSpanish National Action\n(unknown)\nETA Anti-Terrorism (1970s)\nAnti-Marxist Commandos\n(unknown)\nFalange y Tradición (2009),European\nseparatist movements in the\nBasque Country,https://en.wikipedia.org/wiki/Basque_conflict,https://en.wikipedia.org/wiki/List_of_active_separatist_movements_in_Europe
,,,,Basque National\nLiberation Movement:\nEuskadi Ta Askatasuna\nIparretarrak (1972–\n2000)\nIraultza (1982–1996)\nAutonomous Anti-\nCapitalist Commandos\n(late 1970s–1980s)\nIrrintzi (2005–2009)\nKale borroka\nHordago (1980s)\nEuskal Zuzentasuna (1977–\n1979)\nSupported by:\nProvisional IRA (IRA),,,
Started,Ended,Name of conflict,Belligerents,nan,,,
,,nan,Victorious party (if applicable),Defeated party (if applicable),,,
1960,1965,Congo Crisis\n,1960–1963:\nRepublic of the Congo\nSupported by:\nSoviet Union (1960)\nONUC[m]\n1963–1965:\nDemocratic Republic of the\nCongo\nUnited States\nBelgium\nSupported by:\nONUC (1964),1960–1963:\nKatanga\nSouth Kasai\nSupported by:\nBelgium[n]\n1960–1962:\nFree Republic of the Congo\nSupported by:\nSoviet Union\n1963–1965:\nKwilu and Simba rebels\nSupported by:\nSoviet Union\nChina\nCuba,decolonisation\nof Africa and the Cold War,https://en.wikipedia.org/wiki/Congo_Crisis,https://en.wikipedia.org/wiki/Decolonisation_of_Africa
1960,1961,Bajaur Campaign\n,Pakistan,Afghanistan,Afghanistan–\nPakistan border conflict\nand the Cold War,https://en.wikipedia.org/wiki/Bajaur_Campaign,https://en.wikipedia.org/wiki/Afghanistan%E2%80%93Pakistan_border_skirmishes
1960,1996,Guatemalan Civil War\n,Government of\nGuatemala and\nGuatemalan military\nGovernment-led\nparamilitary organizations\nMano Blanca\nSupported by:\nUnited States (1962–\n1996)[79]\nArgentina (1976–1983)\nLogistics:\nIsrael[80][81]\nTaiwan[82]\nChile[83]\nSouth Africa,URNG (from 1982)\nPGT (until 1998)\nMR-13 (1960–1971)\nFAR (1960–1971)\nEGP (1971–1996)\nORPA (1979–1996)\nSupported by:\nCuba\nFMLN\nNicaragua (1979–1990),Central\nAmerican crisis and Cold\nWar,https://en.wikipedia.org/wiki/Guatemalan_Civil_War,https://en.wikipedia.org/wiki/Central_American_crisis
1960,1961,1960–61 campaign at the\nChina–Burma border\n,People's Republic of China\nUnion of Burma,Republic of China,"cross-strait\nconflict, the internal\nconflict in Myanmar, and\nthe Cold War in Asia",https://en.wikipedia.org/wiki/1960%E2%80%9361_campaign_at_the_China%E2%80%93Burma_border,https://en.wikipedia.org/wiki/1960%E2%80%9361_campaign_at_the_China%E2%80%93Burma_border
1960,1960,1960 Ethiopian coup d'état\nattempt\n,Emperor Haile Selassie\nloyalists,Council of the Revolution\nKebur Zabagna,Opposition to\nHaile Selassie,https://en.wikipedia.org/wiki/1960_Ethiopian_coup_d'%C3%A9tat_attempt,https://en.wikipedia.org/wiki/1960_Ethiopian_coup_d'%C3%A9tat_attempt
1961,1974,Angolan War of\nIndependence\n,MPLA\nMaterial support:\nSoviet Union[84]\nCuba[85][86]\nEast Germany[87]\nRomania\nBulgaria[88]\nYugoslavia[89]\nTanzania[90]\nLibya[91]\nBrazil[92]\nFNLA\nUNITA (until 1972)\nMaterial support:,Portugal\nUNITA (after 1972)\nSouth Africa\nRhodesia,"Portuguese\nColonial War, the\nDecolonization of Africa\nand the Cold War",https://en.wikipedia.org/wiki/Angolan_War_of_Independence,https://en.wikipedia.org/wiki/Angolan_War_of_Independence
,,,United States[93]\nChina[94][95][96]\nRomania\nIsrael\nBulgaria[88]\nMorocco[97][98][99]\nBrazil[92]\nZambia[100][101]\nFLEC\nRDL,,,,
1961,1961,Bay of Pigs Invasion\n,Cuba,United States\nCuban DRF,Cold War and\nthe Consolidation of the\nCuban Revolution,https://en.wikipedia.org/wiki/Bay_of_Pigs_Invasion,https://en.wikipedia.org/wiki/Cold_War
1961,1962,French military rebellion in\nAlgeria[102][103]\n,France,OAS,Algerian War,https://en.wikipedia.org/wiki/Algerian_War,
1961,1990,Nicaraguan Revolution\n,FSLN\nEPS\nMAP-ML (1978–1979)\nMILPAS\nPanama (1978–1979)\nNicaragua\nJunta of National\nReconstruction (1979–1985)\nSupported by:\nSoviet Union (1980–1990)\nCosta Rica (1978–1982)[104]\nLibya[105][106][107]\nMexico[108]\nCuba[109]\nBulgaria\nCzechoslovakia (until 1989)\nEast Germany (until 1989)\nHungary (until 1989)\nPoland (until 1989)[110]\nNorth Korea\nPLO\nAlgeria[111]\nFrance[112]\nSweden (medical\nsupport)[113][114]\nChile (1970–1973)\nVenezuela (1978–1979)\nCanada (1984–1990)[115],"Somoza regime\n(1961–1979)\nNational Guard\nContras\n(1979–1990)\nFDN\nUDN\nFifteenth of September\nLegion\nARDE\nMILPAS (after 1979)\nKISAN/YATAMA\nRN\nSupported by:\nUnited States\nCosta Rica (1982–1986)[104]\nIsrael[116]\nSaudi Arabia\nPanama (1981–1987)\nChile (1973–1990)[117]\nArgentina (1976–1983)\nColombia\nImperial State of Iran (until\n1979)\nIslamic Republic of Iran\n(Indirectly, since 1979)[118]\nBrunei[119]\nPeople's Republic of\nChina[110][120]\nPoland[110]\nRomania[120]\nPortugal[120]",Central\nAmerican crisis and the\nCold War in Latin America,https://en.wikipedia.org/wiki/Nicaraguan_Revolution,https://en.wikipedia.org/wiki/Central_American_crisis
1961,1961,Bizerte crisis\n,France,Tunisia,decolonisation\nof Africa and the spillover\nof the Algerian War,https://en.wikipedia.org/wiki/Bizerte_crisis,https://en.wikipedia.org/wiki/Decolonisation_of_Africa
1961,1991,"Eritrean War of\nIndependence\nPart of Opposition to Haile\nSelassie, the Ethiopian\nCivil War, the Cold War,\nthe Sino-Soviet split, the\nconflicts in the Horn of\nAfrica, and the Revolutions\nof 1989",ELF (1961–1981)\nSupported by:\nSudan[121]\nLibya[122][123]\nChina (until\n1972)[124][125]\nCuba (until 1975)[122][126]\nSyria[127][128]\nIraq[129][130]\nSaudi Arabia[131]\nSomalia[132][133],1961–1974\nEthiopian Empire\nSupported by:\nUnited States[139]\nIsrael[140][141]\n1974–1991\nDerg (1974–1987)\nPDR Ethiopia (1987–1991)\nSupported by:\nSoviet Union[145] (1974–\n1990)\nCuba (1974–1990)\nSouth Yemen (1974–\n1990),,https://en.wikipedia.org/wiki/Eritrean_War_of_Independence,https://en.wikipedia.org/wiki/Eritrean_War_of_Independence
,,,EPLF (since 1973)\nTPLF (since 1975)\nSupported by:\nLibya[135][136]\nSudan[137]\nSomalia[132]\nSyria[127][128]\nIraq[137]\nKuwait[138]\nUnited Arab Emirates[138],Israel[140]\nNorth Korea[146],,,
1961,1970,First Iraqi–Kurdish War\n,KDP\nSupported by:\nIran[147]\nIsrael\nUnited States\n(alleged)[147],Before 1968:\nIraq\nSyria (1963)\nSupported by:\nUnited States (from\n1963)[148][149]\nEgypt (1965)[150]\nAfter 1968:\nBa'athist Iraq,Iraqi–Kurdish\nconflict and the Arab–\nIsraeli conflict,https://en.wikipedia.org/wiki/First_Iraqi%E2%80%93Kurdish_War,https://en.wikipedia.org/wiki/Iraqi%E2%80%93Kurdish_conflict
1961,1961,Rebellion of the Pilots,Elements of the Armed\nForces still loyal to Trujillo,Dominican Air Force,,https://en.wikipedia.org/wiki/Rebellion_of_the_Pilots,
1961,1961,1961 revolt in Somalia\n,Somali Republic,Pro-Somaliland coup\nplotters,conflicts in the\nHorn of Africa and the\nseparatism in Somalia,https://en.wikipedia.org/wiki/1961_revolt_in_Somalia,https://en.wikipedia.org/wiki/Conflicts_in_the_Horn_of_Africa
1961,1961,Annexation of Goa\n,India,Portugal\nPortuguese India,decolonisation\nof Asia and the Cold War,https://en.wikipedia.org/wiki/Annexation_of_Goa,https://en.wikipedia.org/wiki/Decolonisation_of_Asia
1961,1962,Operation Trikora\n,Netherlands\nDutch New Guinea,Indonesia\nSoviet Union,West New\nGuinea dispute and the\nCold War in Asia,https://en.wikipedia.org/wiki/Operation_Trikora,https://en.wikipedia.org/wiki/West_New_Guinea_dispute
1962,1964,Tuareg rebellion (1962–\n1964)\n,Mali,Tuareg tribal and clan\ngroups,Tuareg\nrebellions,https://en.wikipedia.org/wiki/Tuareg_rebellion_(1962%E2%80%931964),https://en.wikipedia.org/wiki/Tuareg_rebellion_(1962%E2%80%931964)
1962,1962,El Carupanazo,Venezuelan government,Military rebels,,https://en.wikipedia.org/wiki/El_Carupanazo,
1962,1962,El Porteñazo,Venezuelan government,Military rebels,,https://en.wikipedia.org/wiki/El_Porte%C3%B1azo,
1962,1963,1963 Argentine Navy\nrevolt,Azules faction\n(most of the Army and the Air\nForce),Colorados faction\n(mainly the Navy),,https://en.wikipedia.org/wiki/1963_Argentine_Navy_revolt,https://en.wikipedia.org/wiki/1963_Argentine_Navy_revolt
1962,1970,North Yemen Civil War,Yemen Arab Republic\nEgypt,Kingdom of Yemen\nSaudi Arabia,,https://en.wikipedia.org/wiki/North_Yemen_Civil_War,
1962,Ongoing,Papua conflict\n,Indonesia\nPapua New Guinea[151][152],Free Papua Movement,West New\nGuinea dispute and\nTerrorism in Indonesia,https://en.wikipedia.org/wiki/Papua_conflict,https://en.wikipedia.org/wiki/West_New_Guinea_dispute
1962,1962,Sino-Indian War\n,China,India,Sino-Indian\nborder dispute,https://en.wikipedia.org/wiki/Sino-Indian_War,https://en.wikipedia.org/wiki/Sino-Indian_border_dispute
1962,1990,Communist insurgency in\nSarawak\n,Anti-communist forces:\nUnited Kingdom\nSarawak (until 1963)\nMalaysia\nSarawak (after 1963)\nSupported by:\nAustralia\nBrunei,Communist forces:\nNorth Kalimantan\nCommunist Party[153]\nSarawak People's\nGuerrilla Force (SPGF)\nNorth Kalimantan People's\nArmy (NKPA),"Formation of\nMalaysia, Indonesia–\nMalaysia confrontation,\nCommunist insurgency in\nMalaysia (1968–1989) and\nCold War in Asia",https://en.wikipedia.org/wiki/Communist_insurgency_in_Sarawak,https://en.wikipedia.org/wiki/Communist_insurgency_in_Sarawak
,,,New Zealand\nUnited States\nIndonesia (after 1965)\n(Indo-Malay border),Indonesia (1962–65)\n(military aid)\nOther support:\nBrunei People's Party\nNorth Kalimantan National\nArmy (NKNA)\nMalayan Communist\nParty\nMalayan National\nLiberation Army (MNLA)\nSupported by:\nChina[154]\nNorth Vietnam (until\n1975)\nNorth Korea[155][156],,,
1962,1962,Brunei revolt\n,United Kingdom\nBrunei,Brunei People's Party,beginning of\nIndonesia–Malaysia\nconfrontation and\nFormation of Malaysia,https://en.wikipedia.org/wiki/Brunei_revolt,https://en.wikipedia.org/wiki/Indonesia%E2%80%93Malaysia_confrontation
1963,Ongoing,Katanga insurgency\n,Congo-Léopoldville\n(until 1971)\nZaire (1971–1997)\nDR Congo (from 1997)\nONUC (until 1964)\nMONUSCO (since\n1999)\nLocal self-defence\ngroups[157],Katangese rebels:\nKatangese Gendarmerie\n(1960s)\nFLNC (1967–1991)\nMai Mai Kata Katanga\n(since 2011)\nMai Mai Gédéon\nCORAK\nCPK\nAlleged Support:\nFARDC elements[158]\nKatangese\nbusinessmen[158]\nFDLR\nMai Mai Yakutumba\nCNPSC,"Congo Crisis,\nFirst and Second Congo\nWars, and other\nCongolese Civil Wars",https://en.wikipedia.org/wiki/Katanga_insurgency,https://en.wikipedia.org/wiki/Congo_Crisis
1963,1963,1963 Cuban invasion of\nVenezuela[159],Venezuela,Cuba,,https://en.wikipedia.org/wiki/1963_Cuban_invasion_of_Venezuela?action=edit&redlink=1,https://en.wikipedia.org/wiki/1963_Cuban_invasion_of_Venezuela?action=edit&redlink=1
1963,1966,Indonesia–Malaysia\nconfrontation\n,The Commonwealth of Nations\nUnited Kingdom\nMalaysia[o]\nSingapore[p]\nBrunei\nAustralia\nNew Zealand,Indonesia\nAligned parties:\nPKI[160][161]\nNKCP[162][163][164][154]\nPGRS[154]\nPRB[165],formation of\nMalaysia and the Cold War\nin Asia,https://en.wikipedia.org/wiki/Indonesia%E2%80%93Malaysia_confrontation,https://en.wikipedia.org/wiki/Indonesia%E2%80%93Malaysia_confrontation
1963,1970,Bale revolt\n,Ethiopian Empire\nSupported by (since\n1968):\nUnited States\nUnited Kingdom,Oromo and Somali rebels\nSupported by (1963–\n1969):\nSomali Republic,"Ethiopian–\nSomali conflict, Opposition\nto Haile Selassie and\nConflicts in the Horn of\nAfrica",https://en.wikipedia.org/wiki/Bale_revolt,https://en.wikipedia.org/wiki/Ethiopian%E2%80%93Somali_conflict
1963,1974,Guinea-Bissau War of\nIndependence\n,PAIGC\nGuinea (1970 only)\nCuba,Portugal,Portuguese\nColonial War and the Cold\nWar,https://en.wikipedia.org/wiki/Guinea-Bissau_War_of_Independence,https://en.wikipedia.org/wiki/Guinea-Bissau_War_of_Independence
,,nan,nan,nan,,,
1963,1963,Ramadan Revolution\n,Iraqi Ba'ath Party\nIraqi Armed Forces (Ba'athist\nelements)\nNational Guard militia\nSupported by:\nUnited States[166][167],Iraqi Government\nIraqi Armed Forces\nIraqi Communist\nParty[168],Cold War and\nthe Arab Cold War,https://en.wikipedia.org/wiki/Ramadan_Revolution,https://en.wikipedia.org/wiki/Cold_War
1963,1963,1963 Syrian coup d'état\n,Ba'ath Party\nMilitary Bureau,Second Syrian\nRepublic\nNational Party\nPeople's Party\nMuslim Brotherhood\nArab Liberation Movement,Arab Cold War,https://en.wikipedia.org/wiki/1963_Syrian_coup_d'%C3%A9tat,https://en.wikipedia.org/wiki/Arab_Cold_War
1963,1976,Dhofar Rebellion\n,Oman[q]\nUnited Kingdom\nIran (1973–1976)\nJordan\nUnited Arab Emirates\nSupport:\nSaudi Arabia (financial aid),DLF (1963–1968)\nPFLOAG (1968–1974)\nNDFLOAG (1969–1971)\nPFLO (1974–1976)\nSupport:\nSouth Yemen\nSoviet Union\nChina\nCuba\nNorth Korea\nIraq,Cold War and\nthe Arab Cold War,https://en.wikipedia.org/wiki/Dhofar_Rebellion,https://en.wikipedia.org/wiki/Cold_War
1963,1963,Ar-Rashid revolt,Iraqi Government\nBa'ath Party\nBa'ath National Guard\nMilitia,Iraqi Communist Party\nIraqi Army,,https://en.wikipedia.org/wiki/Ar-Rashid_revolt,
1963,1963,Sand War\n,Algeria\nSupport:\nEgypt[169]\nCuba[170],Morocco\nSupport:\nFrance[171],Arab Cold War\nand the Cold War,https://en.wikipedia.org/wiki/Sand_War,https://en.wikipedia.org/wiki/Arab_Cold_War
1963,1967,Aden Emergency\n,NLF,United Kingdom\nFederation of South\nArabia\nProtectorate of South Arabia\nFLOSY\nSupported by:\nUnited Arab Republic,"Cold War, the\nArab Cold War, and the\ndecolonization of Asia",https://en.wikipedia.org/wiki/Aden_Emergency,https://en.wikipedia.org/wiki/Cold_War
1963,1967,Shifta War\n,Kenya Colony (until\nDec. 1963)\nKenya (from Dec. 1963)\nSupported by:\nUnited Kingdom\nEthiopian Empire[172],Northern Frontier Districts\nLiberation Movement\nHawiye group\nDarod group\nSupported by:\nSomalia\nSoviet Union,Somali–Kenyan\nconflict,https://en.wikipedia.org/wiki/Shifta_War,https://en.wikipedia.org/wiki/Somali%E2%80%93Kenyan_conflict
1963,1963,November 1963 Iraqi coup\nd'état\n,Nasserists,Ba'athists,Cold War and\nthe Arab Cold War,https://en.wikipedia.org/wiki/November_1963_Iraqi_coup_d'%C3%A9tat,https://en.wikipedia.org/wiki/November_1963_Iraqi_coup_d'%C3%A9tat
1963,1965,Simba rebellion\n,Democratic Republic of\nthe Congo\nBelgium\nUnited States\nAnyanya\nBanyamulenge militias\n[173]\n(1965),Simba rebels\nGbenye-Olenga faction\nSoumialot faction\nKabila-Massengo faction\nRwandan exile groups[174]\nUganda[175]\nSudan[176]\nForeign support,Congo Crisis\nand the Cold War,https://en.wikipedia.org/wiki/Simba_rebellion,https://en.wikipedia.org/wiki/Congo_Crisis
,,,,Soviet Union\nCuba\nTanganyika\nChina[176]\nBurundi\nEgypt[176]\nAlgeria[176],,,
1964,1964,Zanzibar Revolution\n,Revolutionaries\nAfro-Shirazi Party\nUmma Party,Sultanate of Zanzibar,Cold War,https://en.wikipedia.org/wiki/Zanzibar_Revolution,https://en.wikipedia.org/wiki/Cold_War
1964,1964,1964 Ethiopian–Somali\nBorder War\n,Ethiopia\nSupported by:\nUnited States,Somalia\nSupported by:\nEgypt[177][178],Ethiopian–\nSomali conflict and the\nCold War],https://en.wikipedia.org/wiki/1964_Ethiopian%E2%80%93Somali_Border_War,https://en.wikipedia.org/wiki/1964_Ethiopian%E2%80%93Somali_Border_War
1964,1964,1964 Brazilian coup d'état\n,Armed Forces (rebel)\nSupported by:\nState governors:\nAlagoas\nEspírito Santo\nGuanabara\nMinas Gerais\nParaná\nRio Grande do Sul\nSão Paulo\nCongressional opposition\nUnited States,Brazilian Government\nArmed Forces (loyalist)\nSupported by:\nState governors:\nPernambuco\nSergipe\nNational Union of Students\nPeasant Leagues,Cold War,https://en.wikipedia.org/wiki/1964_Brazilian_coup_d'%C3%A9tat,https://en.wikipedia.org/wiki/Cold_War
1964,Ongoing,Colombian conflict\n,Colombia\nSupported by:\nPeru\nPanama[183]\nMexico\nBrazil[184]\nEcuador\nUnited States\nSpain[185]\nUnited Kingdom[186],Colombian drug cartels\nand paramilitaries\nLa Oficina Cartel\n(1993–)\nClan del Golfo (2001–)\nLos Rastrojos (2004–)[187]\nLos Pachenca (2006–)[188]\nBlack Eagles (2006–\n2011)\nEx-FARC Mafia (Since 2016\nor 2017)[189][190]\nAUC (1997–08)\nAAA (1978–99)\nCONVIVIR (1994–07)\nACCU (1964–2009)\nLos Paisas (2008–14)[191]\nLibertadores del Vichada\n(2010–17)[192]\nBloque Meta\n(2010–17)[192]\nERPAC (1964–2010)\nCali Cartel (1975–95)\nMedellín Cartel (1972–93)\nNorte del Valle Cartel (1985–\n2008)\nNorth Coast Cartel (1980–\n2010)\nMAS (1981–90)\nLa Empresa Cartel (1990– )\nLa Guajira Cartel (1990– )\nSupported by:\nContras (1979–90)\nMexican drug cartels and\nparamilitaries\nSinaloa Cartel (1990–)[193],"Cold War\n(1964–1991), the war on\ndrugs (1971–present) and\nthe war on terror (2001–\npresent)[179][180][181][182]",https://en.wikipedia.org/wiki/Colombian_conflict,https://en.wikipedia.org/wiki/Cold_War
,,,,Tijuana Cartel (1987–)\nCJNG (2009–)\nGulf Cartel (1986–)\nJuárez Cartel (1989–)\nLos Zetas (1997–)\nBLO (2008–14)\nGuadalajara Cartel (1978–\n89)\nLa Familia Michoacana\n(1980s–2011)\nMilenio Cartel (1995–2010)\nColombian rebel guerrilla\ngroups\nELN (1964–)\nFARC dissidents\n(2016–)[194]\nEPL/Los Pelusos\n(1967–)\nFARIP (1987–1996)\nFARC (1964–2017)\nERP (1985–2007)\nCGSB (1987–90)\nM-19 (1974–90)\nMOEC (1964–95)\nMAQL (1984–91)\nERC (1964–92)\nERG (1964–2008)\nPRT (1964–91)\nSupported by:\nVenezuela[195]\nCuba[196][197]\nBelarus[198][199] (from\n2008)\nNicaragua (alleged)[200]\nLibya (until\n2011)[201][202]\nSoviet Union\n(until 1989)[197]\nAlbania (financial\nsupport; 1960s–1970s)[203]\nCartel of the Suns[204]\nFBL[195]\nShining Path\n(factions)[205][206]\nETA (1964–2018)\nPIRA (1969–98)\nPKK[207],,,
1964,1979,Rhodesian Bush War\n,ZANU (ZANLA)[208]\nZAPU (ZIPRA)\nMozambique[209]\nANC (MK)[209]\nZambia[210],Rhodesia\n(1964–1979)\nZimbabwe Rhodesia\n(1979)\nPortugal\n(1964–1974)[r]\nSouth Africa\n(from 1967)[211],Cold War and\ndecolonisation of Africa,https://en.wikipedia.org/wiki/Rhodesian_Bush_War,https://en.wikipedia.org/wiki/Cold_War
