Start,Finish,Name of Conflict,Belligerents,Defeated,Part of,War link,Wider conflict link,Wikipedia pageviews (2025 - 2026)
170 BC,170 BC,Usurpation of Eucratides,Troops of Eucratides I,Greco-Bactrian Kingdom,,https://en.wikipedia.org/wiki/Greco-Bactrian_Kingdom#Eucratides,,346769.0
c. 167 BC,c. 167 BC,Parthian invasion into\nBactria,Parthian Empire\nLoyalists to the\nEuthydemid dynasty,Greco-Bactrian Kingdom,,https://en.wikipedia.org/wiki/Greco-Bactrian_Kingdom#Defeats_by_Parthia,https://en.wikipedia.org/wiki/Greco-Bactrian_Kingdom#Defeats_by_Parthia,346769.0
167 BC,160 BC,Maccabean Revolt,Judea,Seleucid Empire,,https://en.wikipedia.org/wiki/Maccabean_Revolt,,374338.0
162 BC,c. 70 BC,Nomadic invasions into\nBactria,"Yuezhi\nScythians, mainly the\nSaka\nWusun",Greco-Bactrian Kingdom,,https://en.wikipedia.org/wiki/Greco-Bactrian_Kingdom#Nomadic_invasions,https://en.wikipedia.org/wiki/Greco-Bactrian_Kingdom#Nomadic_invasions,346769.0
155 BC,139 BC,Lusitanian War,Roman Republic,Lusitanian tribes,,https://en.wikipedia.org/wiki/Lusitanian_War,,24125.0
154 BC,154 BC,Rebellion of the Seven\nStates,Han dynasty,Wu\nChu\nZhao\nJiaoxi\nJiaodong\nZichuan\nJinan,,https://en.wikipedia.org/wiki/Rebellion_of_the_Seven_States,https://en.wikipedia.org/wiki/Rebellion_of_the_Seven_States,31032.0
149 BC,146 BC,Third Punic War\n,Roman Republic,Carthage,Punic Wars,https://en.wikipedia.org/wiki/Third_Punic_War,,460467.0
138 BC,111 BC,Han campaigns against\nMinyue\n,Han dynasty,Minyue,Han wars\nagainst the Baiyue,https://en.wikipedia.org/wiki/Han_campaigns_against_Minyue,https://en.wikipedia.org/wiki/Han_campaigns_against_Minyue,14768.0
135 BC,71 BC,Roman Servile Wars,Roman Republic,Revolting slaves,,https://en.wikipedia.org/wiki/Roman_Servile_Wars,,9734.0
135 BC,132 BC,First Servile War\n,Roman Republic,Slaves of Sicily,Roman Servile,https://en.wikipedia.org/wiki/First_Servile_War,,58035.0
,,Wars,,,,,,
133 BC,89 AD,Han–Xiongnu War,Han empire,Xiongnu,,https://en.wikipedia.org/wiki/Han%E2%80%93Xiongnu_War,,41295.0
123 BC,121 BC,Roman conquest of the\nBalearic Islands,Roman Republic,Balearic pirates,,https://en.wikipedia.org/wiki/Quintus_Caecilius_Metellus_Balearicus#Career,https://en.wikipedia.org/wiki/Quintus_Caecilius_Metellus_Balearicus#Career,8042.0
122 BC,105 BC,Jugurthine War,Roman Republic,Numidia,,https://en.wikipedia.org/wiki/Jugurthine_War,,86305.0
113 BC,101 BC,Cimbrian War,Roman Republic,"Cimbri, Teutons",,https://en.wikipedia.org/wiki/Cimbrian_War,,130891.0
111 BC,111 BC,Han–Nanyue War\n,Han dynasty,Nanyue,Han wars\nagainst the Baiyue,https://en.wikipedia.org/wiki/Han%E2%80%93Nanyue_War,,7948.0
109 BC,109 BC,Han campaigns against\nDian\n,Han dynasty,Dian Kingdom,Han wars\nagainst the Baiyue,https://en.wikipedia.org/wiki/Han_campaigns_against_Dian,https://en.wikipedia.org/wiki/Han_campaigns_against_Dian,5902.0
109 BC,108 BC,Gojoseon–Han War,Han dynasty,Wiman Joseon,,https://en.wikipedia.org/wiki/Han_conquest_of_Gojoseon,,27718.0
107 BC,88 BC,Civil War of Ptolemy\nLathyros,Egypt (Ptolemy IX\nSoter)\nCyprus\nPhoenicia,Egypt (Cleopatra III)\nJudea (103–93)\nNabatea (103–93),,https://en.wikipedia.org/wiki/Ptolemy_IX_Soter,https://en.wikipedia.org/wiki/Ptolemy_IX_Soter,34503.0
104 BC,101 BC,War of the Heavenly\nHorses,Han dynasty,Dayuan,,https://en.wikipedia.org/wiki/War_of_the_Heavenly_Horses,https://en.wikipedia.org/wiki/War_of_the_Heavenly_Horses,81974.0
104 BC,100 BC,Second Servile War\n,Roman Republic,Slaves of Sicily,Roman Servile\nWars,https://en.wikipedia.org/wiki/Second_Servile_War,,44941.0
93 BC,93 BC,Battle of Gadara,Nabataean Kingdom,Hasmonean dynasty,,https://en.wikipedia.org/wiki/Battle_of_Gadara,,7620.0
93 BC,87 BC,Judean Civil War,Sadducees,Pharisees,,https://en.wikipedia.org/wiki/Judean_Civil_War,,10982.0
91 BC,88 BC,Social War,Roman Republic,Cities of Italy under Marsi\nand Samnium,,https://en.wikipedia.org/wiki/Social_War_(91%E2%80%9388_BC),,23989.0
89 BC,63 BC,Mithridatic Wars,Roman Republic,Kingdom of Pontus,,https://en.wikipedia.org/wiki/Mithridatic_Wars,,95676.0
89 BC,85 BC,First Mithridatic War\n,Roman Republic\nKingdom of Bithynia,Kingdom of Pontus\nGreek rebels,Mithridatic\nWars,https://en.wikipedia.org/wiki/First_Mithridatic_War,,86223.0
87 BC,87 BC,Bellum Octavianum,,,,https://en.wikipedia.org/wiki/Bellum_Octavianum,,37391.0
87 BC,85 BC,Armenian–Parthian War,Kingdom of\nArmenia,Parthian Empire,,https://en.wikipedia.org/wiki/Armenian%E2%80%93Parthian_War,,2912.0
84 BC,84 BC,Battle of Cana,Nabataean Kingdom,Seleucid Empire,,https://en.wikipedia.org/wiki/Battle_of_Cana,,8647.0
83 BC,82 BC,Second Mithridatic War\n,Roman Republic,Kingdom of Pontus,Mithridatic\nWars,https://en.wikipedia.org/wiki/Second_Mithridatic_War,,25104.0
83 BC,81 BC,Sulla's civil war,Sullans,Marians,,https://en.wikipedia.org/wiki/Sulla's_civil_war,,145918.0
80 BC,72 BC,Sertorian War,Sullans led by Pompey,Sertorians,,https://en.wikipedia.org/wiki/Sertorian_War,,56320.0
73 BC,71 BC,Third Servile War\nor Spartacist Rebellion\n,Roman Republic,Army of escaped slaves\nunder Spartacus,Roman Servile\nWars,https://en.wikipedia.org/wiki/Third_Servile_War,https://en.wikipedia.org/wiki/Spartacus,466809.0
74 BC,63 BC,Third Mithridatic War\n,Roman Republic\nBithynia,Kingdom of Pontus\nKingdom of Armenia,Mithridatic\nWars,https://en.wikipedia.org/wiki/Third_Mithridatic_War,,99541.0
,,,,,,,,
67 BC,63 BC,Hasmonean Civil War\n,Pharisees\nRoman Republic\nNabatean Kingdom,Sadducees,Mithridatic\nWars,https://en.wikipedia.org/wiki/Hasmonean_Civil_War,,16898.0
66 BC,217 AD,Roman–Parthian Wars,Roman Republic,Parthian Empire,,https://en.wikipedia.org/wiki/Roman%E2%80%93Parthian_Wars,,106140.0
65 BC,65 BC,Pompey's campaign in\nIberia and Albania,Roman Republic,Iberian Kingdom\nCaucasian Albania,,https://en.wikipedia.org/wiki/Pompey's_campaign_in_Iberia_and_Albania,https://en.wikipedia.org/wiki/Pompey's_campaign_in_Iberia_and_Albania,1172.0
58 BC,50 BC,Gallic Wars,Roman Republic,Gallic tribes\nBelgic tribes\nBritish tribes\nAquitanian tribes\nGermanic tribes\nIberian tribes,,https://en.wikipedia.org/wiki/Gallic_Wars,,503018.0
55 BC,54 BC,Caesar's invasions of\nBritain,Roman Republic\nTrinovantes,Britons,,https://en.wikipedia.org/wiki/Caesar's_invasions_of_Britain,https://en.wikipedia.org/wiki/Caesar's_invasions_of_Britain,42279.0
54 BC,628 AD,Roman–Persian wars,Roman Republic (54–\n27 BC)\nRoman Empire (27 BC–\n224 AD)\nRoman Empire (224–\n395 AD)\nByzantine Empire (395–\n628 AD),Parthian Empire (54–27\nBC)\nParthian Empire (27 BC–\n224 AD)\nSasanian Empire (224–\n395 AD)\nSasanian Empire (395–\n628 AD),,https://en.wikipedia.org/wiki/Roman%E2%80%93Persian_wars,,146091.0
53 BC,51 BC,Parthian War\nof Marcus Licinius\nCrassus,Parthian Empire,Roman Republic,,https://en.wikipedia.org/wiki/Battle_of_Carrhae,https://en.wikipedia.org/wiki/Marcus_Licinius_Crassus,358127.0
49 BC,45 BC,Caesar's Civil War,Julius Caesar and\nsupporters\nPopulares,Roman Senate\nOptimates,,https://en.wikipedia.org/wiki/Caesar's_Civil_War,,75756.0
48 BC,47 BC,Pontic War,Roman Republic\nGalatia\nCappadocia,Kingdom of Pontus,,https://en.wikipedia.org/wiki/Pontic_War,,11461.0
44 BC,30 BC,Roman civil wars,Roman Republic\nunder Second\nTriumvirate,Mark Antony\nLiberatores\nSextus Pompeius\nFulvia\nLucius Antonius,,https://en.wikipedia.org/wiki/Roman_civil_wars,,18761.0
44 BC,44 BC,Post-Caesarian civil war\n,Roman Senate,Mark Antony's forces,Roman civil\nwars,https://en.wikipedia.org/wiki/Battle_of_Mutina,,71633.0
44 BC,42 BC,Liberators' civil war\n,Second Triumvirate,Liberatores,Roman civil\nwars,https://en.wikipedia.org/wiki/Liberators'_civil_war,,97320.0
44 BC,36 BC,Bellum Siculum\n,Roman Republic,Sextus Pompeius and his\ntroops,Roman civil\nwars,https://en.wikipedia.org/wiki/Bellum_Siculum,,33122.0
41 BC,40 BC,Perusine War,Roman Republic,Forces of Fulvia and\nLucius Antonius,,https://en.wikipedia.org/wiki/Perusine_War,,42050.0
41 BC,40 BC,Fulvia's civil war\n,Roman Republic,Forces of Fulvia and\nLucius Antonius,Roman civil\nwars,https://en.wikipedia.org/wiki/Perusine_War,,42050.0
,,,,,,,,
32 BC,30 BC,Final War of the Roman\nRepublic\n,Roman Republic\n(supporters of Octavian),Ptolemaic Egypt and the\nsupporters of Mark Antony,Roman civil\nwars,https://en.wikipedia.org/wiki/Final_War_of_the_Roman_Republic,https://en.wikipedia.org/wiki/Final_War_of_the_Roman_Republic,15607.0
40 BC,33 BC,Antony's Parthian War,Roman Republic\nArmenia\nGalatia\nCappadocia\nPontus,Parthian Empire\nAtropatene,,https://en.wikipedia.org/wiki/Antony's_Parthian_War,,23535.0
29 BC,19 BC,Cantabrian Wars,Roman Empire,Cantabri\nAstures,,https://en.wikipedia.org/wiki/Cantabrian_Wars,,56230.0
19 BC,19 BC,War with the Garamantes,Roman Empire,Garamantes,,https://en.wikipedia.org/wiki/Garamantes#History,,138697.0
Start,Finish,Name of Conflict,Belligerents,,,,,
,,,Victorious party (if\napplicable),Defeated party (if\napplicable),,,,
6 AD,9 AD,Bellum Batonianum,Roman Empire\nOdrysian Kingdom,Daesitiates\nBreuci\nDalmatae\nAndizetes\nPannonians\nPirustae\nLiburnians\nJapodes,,https://en.wikipedia.org/wiki/Bellum_Batonianum,,60286.0
6 AD,21 AD,Goguryeo-Dongbuyeo\nWars,Goguryeo,Dongbuyeo,,https://en.wikipedia.org/wiki/Daeso#War_with_Goguryeo,https://en.wikipedia.org/wiki/Daeso#War_with_Goguryeo,6906.0
9 AD,9 AD,Battle of the Teutoburg\nForest,Cherusci,Roman Empire,,https://en.wikipedia.org/wiki/Battle_of_the_Teutoburg_Forest,https://en.wikipedia.org/wiki/Battle_of_the_Teutoburg_Forest,836278.0
17 AD,18 AD,Maroboduus' War with\nArminius,Arminius' troops,Marcomanni,,https://en.wikipedia.org/wiki/Maroboduus#War_with_Arminius_and_death,https://en.wikipedia.org/wiki/Maroboduus#War_with_Arminius_and_death,43710.0
c. 17 AD,23 AD,Lülin Rebellion,Lülin,Xin dynasty,,https://en.wikipedia.org/wiki/Battle_of_Kunyang,,12201.0
17 AD,24 AD,Tacfarinas' Rebellion,Roman Empire,Musulamii\nNumidia,,https://en.wikipedia.org/wiki/Tacfarinas,,24743.0
c. 17 AD,26 AD,Red Eyebrows\nRebellion,Red Eyebrows\nmovement,Xin dynasty\nGengshi Emperor,,https://en.wikipedia.org/wiki/Red_Eyebrows,https://en.wikipedia.org/wiki/Red_Eyebrows,28193.0
40 AD,43 AD,Trung sisters' rebellion,Han dynasty,Lac Viet,,https://en.wikipedia.org/wiki/Trung_sisters'_rebellion,,36161.0
43 AD,96 AD,Roman conquest of\nBritain,Roman Empire,British tribes,,https://en.wikipedia.org/wiki/Roman_conquest_of_Britain,https://en.wikipedia.org/wiki/Roman_conquest_of_Britain,374149.0
47 AD,47 AD,Iceni revolt against\nPublius Ostorius\nScapula,Roman Empire,Iceni,,https://en.wikipedia.org/wiki/Publius_Ostorius_Scapula#Career,https://en.wikipedia.org/wiki/Publius_Ostorius_Scapula#Career,16542.0
50 AD,53 AD,War between Armenia\nand Iberia,Kingdom of Iberia,Kingdom of Armenia,,https://en.wikipedia.org/wiki/War_between_Armenia_and_Iberia,https://en.wikipedia.org/wiki/War_between_Armenia_and_Iberia,2367.0
c. 58 AD,c. 58 AD,Hermunduri-Chatti War,Hermunduri,Chatti,,https://en.wikipedia.org/wiki/Hermunduri,,20230.0
58 AD,63 AD,Roman–Parthian War,Roman Empire,Kingdom of Armenia\nParthian Empire,,https://en.wikipedia.org/wiki/Roman%E2%80%93Parthian_War_of_58%E2%80%9363,,47996.0
60 or 61 AD,60 or 61 AD,Roman conquest of\nAnglesey,Roman Empire,Celtic Britons,,https://en.wikipedia.org/wiki/Roman_conquest_of_Anglesey,https://en.wikipedia.org/wiki/Roman_conquest_of_Anglesey,49417.0
60 or 61 AD,60 or 61 AD,Boudica's Uprising,Roman Empire,"Iceni, Trinovantes, and\nother British tribes.",,https://en.wikipedia.org/wiki/Boudica#Uprising,,1511560.0
66 AD,73 AD,First Jewish–Roman\nWar,Roman Empire,Judean rebels: Sadducees\nand volunteers from\nAdiabene,,https://en.wikipedia.org/wiki/First_Jewish%E2%80%93Roman_War,https://en.wikipedia.org/wiki/First_Jewish%E2%80%93Roman_War,715081.0
69 AD,69 AD,Year of the Four\nEmperors,Vespasian,Galba\nOtho\nVitellius,,https://en.wikipedia.org/wiki/Year_of_the_Four_Emperors,https://en.wikipedia.org/wiki/Year_of_the_Four_Emperors,289944.0
69 AD,70 AD,Revolt of the Batavi,Roman Empire,Batavi\nCananefates\nFrisii\nLingones\nTreveri,,https://en.wikipedia.org/wiki/Revolt_of_the_Batavi,,57976.0
73 AD,73 AD,Battle of Yiwulu,Han dynasty,Northern Xiongnu,,https://en.wikipedia.org/wiki/Battle_of_Yiwulu,,10413.0
89 AD,93 AD,Destruction of the\nXiongnu state,Han dynasty\nSouthern Xiongnu,Northern Xiongnu,,https://en.wikipedia.org/wiki/Battle_of_the_Altai_Mountains,https://en.wikipedia.org/wiki/Battle_of_the_Altai_Mountains,14409.0
101 AD,102 AD,First Dacian War,,,,https://en.wikipedia.org/wiki/First_Dacian_War,,5322.0
105 AD,106 AD,Second Dacian War,Roman Empire,Dacian Kingdom,,https://en.wikipedia.org/wiki/Second_Dacian_War,,7121.0
115 AD,117 AD,Trajan's Parthian\ncampaign,Roman Empire,Parthian Empire,,https://en.wikipedia.org/wiki/Trajan's_Parthian_campaign,https://en.wikipedia.org/wiki/Trajan's_Parthian_campaign,51600.0
115 AD,117 AD,Kitos War\nPart of Trajan's\nParthian Campaign,Roman Empire,"Jews of Cyprus, Cyrenaica,\nAegyptus, Mesopotamia\nand Iudaea",,https://en.wikipedia.org/wiki/Kitos_War,,92860.0
119 AD?,119 AD,Brigantes revolt,Roman Empire,Brigantes,,https://en.wikipedia.org/wiki/Quintus_Pompeius_Falco#Suppressing_rebels_in_Britain,,8542.0
"2nd century
AD",180s AD,Civil War of Wa,Queen Himiko,Japanese chiefdoms,,https://en.wikipedia.org/wiki/Civil_War_of_Wa,,98927.0
132 AD,136 AD,Bar Kokhba revolt,Roman Empire,Jews of Iudaea under\nSimon Bar Kokhba,,https://en.wikipedia.org/wiki/Bar_Kokhba_revolt,,664467.0
161 AD,166 AD,Roman–Parthian War,Roman Empire,Parthian Empire,,https://en.wikipedia.org/wiki/Roman%E2%80%93Parthian_War_of_161%E2%80%93166,,38689.0
166 AD,180 AD,Marcomannic Wars,Roman Empire,Marcomanni\nQuadi\nIazyges,,https://en.wikipedia.org/wiki/Marcomannic_Wars,,187512.0
172 AD,175 AD,Bucolic War,Roman Empire\nMarcus Aurelius\nAvidius Cassius,Isidorus\nEgyptian rebels,,https://en.wikipedia.org/wiki/Bucolic_War?action=edit&redlink=1,,-1.0
184 AD,205 AD,Yellow Turban\nRebellion,Han dynasty,Yellow Turban rebels,,https://en.wikipedia.org/wiki/Yellow_Turban_Rebellion,https://en.wikipedia.org/wiki/Yellow_Turban_Rebellion,268445.0
190 AD,191 AD,Campaign against\nDong Zhuo,Guangdong Coalition\nled by Yuan Shao And\nCao Cao,Dong Zhuo,,https://en.wikipedia.org/wiki/Campaign_against_Dong_Zhuo,https://en.wikipedia.org/wiki/Campaign_against_Dong_Zhuo,46434.0
193 AD,193 AD,Year of the Five\nEmperors,Severan dynasty,Pertinax\nDidius Julianus\nPescennius Niger\nClodius Albinus,,https://en.wikipedia.org/wiki/Year_of_the_Five_Emperors,https://en.wikipedia.org/wiki/Year_of_the_Five_Emperors,274682.0
194 AD,199 AD,Sun Ce's conquests in\nJiangdong,Sun Ce,Shanyue\nVarious warlords,,https://en.wikipedia.org/wiki/Sun_Ce's_conquests_in_Jiangdong,https://en.wikipedia.org/wiki/Sun_Ce's_conquests_in_Jiangdong,14731.0
196 AD,197 AD,Clodius Albinus' Failed\nUsurpation,Roman Empire,Clodius Albinus' legions,,https://en.wikipedia.org/wiki/Clodius_Albinus#Albinus_declares_himself_emperor,https://en.wikipedia.org/wiki/Clodius_Albinus#Albinus_declares_himself_emperor,67654.0
202 AD,203 AD,Conquest of Garama,Roman Empire,Garamantes,,https://en.wikipedia.org/wiki/Garama,,1380.0
208 AD,211 AD,Roman invasion of\nCaledonia,Roman Empire,Caledonians,,https://en.wikipedia.org/wiki/Roman_invasion_of_Caledonia_(208%E2%80%93211),https://en.wikipedia.org/wiki/Roman_invasion_of_Caledonia_(208%E2%80%93211),20675.0
216 AD,216 AD,Parthian war of\nCaracalla,Parthian Empire,Roman Empire,,https://en.wikipedia.org/wiki/Parthian_war_of_Caracalla,https://en.wikipedia.org/wiki/Parthian_war_of_Caracalla,30837.0
225 AD,225 AD,Zhuge Liang's\nSouthern Campaign,Shu Han,Shu rebels\nNanman,,https://en.wikipedia.org/wiki/Zhuge_Liang's_Southern_Campaign,https://en.wikipedia.org/wiki/Zhuge_Liang's_Southern_Campaign,20710.0
228 AD,234 AD,Zhuge Liang's Northern\nExpeditions,Cao Wei,Shu Han\nQiang people\nXianbei people,,https://en.wikipedia.org/wiki/Zhuge_Liang's_Northern_Expeditions,https://en.wikipedia.org/wiki/Zhuge_Liang's_Northern_Expeditions,32125.0
232 AD,c. 268 AD,Civil Wars during the\nCrisis of the Third\nCentury,Illyriciani,"Various Barracks emperors\nVarious Usurpers, co-\nemperors, high officials and",,https://en.wikipedia.org/wiki/Crisis_of_the_Third_Century,https://en.wikipedia.org/wiki/Crisis_of_the_Third_Century,592109.0
,,,,claimants to the throne\nSassanid Empire,,,,
244 AD,245 AD,Goguryeo-Wei War,Cao Wei,Goguryeo\nOkjeo\nYe,,https://en.wikipedia.org/wiki/Goguryeo-Wei_War,,1020.0
247 AD,262 AD,Jiang Wei's Northern\nExpeditions,Cao Wei,Shu Han\nDi and Qiang tribes,,https://en.wikipedia.org/wiki/Jiang_Wei's_Northern_Expeditions,https://en.wikipedia.org/wiki/Jiang_Wei's_Northern_Expeditions,14806.0
249 AD,253 AD,Gothic War,Roman Empire,Goths\nGerman-Sarmatian allies\nRoman deserters,,https://en.wikipedia.org/wiki/Gothic_War_(248%E2%80%93253),,10144.0
259 AD,260 AD,Invasion of Raetia by\nthe Juthungi\n,Roman Empire,Juthungi,Crisis of the\nThird Century,https://en.wikipedia.org/wiki/Juthungi,https://en.wikipedia.org/wiki/Juthungi,21295.0
263 AD,263 AD,Conquest of Shu by\nWei,Cao Wei,Shu Han,,https://en.wikipedia.org/wiki/Conquest_of_Shu_by_Wei,https://en.wikipedia.org/wiki/Conquest_of_Shu_by_Wei,40024.0
"268 or 269
AD","268 or 269
AD",Battle of Naissus\n,Roman Empire,Goths,Crisis of the\nThird Century,https://en.wikipedia.org/wiki/Battle_of_Naissus,,41129.0
270 AD,271 AD,Establishment of the\nPalmyrene Empire\n,Palmyrene Empire,Roman Empire\nTanukhids,Crisis of the\nThird Century,https://en.wikipedia.org/wiki/Palmyrene_Empire#Establishment,https://en.wikipedia.org/wiki/Palmyrene_Empire#Establishment,239223.0
270 AD,274 AD,Wars of Emperor\nAurelian,Roman Empire,Vandals\nJuthungi\nSarmatians\nAlamanni\nRebellious mint workers\nGoths\nPalmyrene Empire\nTroops of Firmus\nProvince of Egypt\nSassanid Empire\nGallic Empire,,https://en.wikipedia.org/wiki/Aurelian,,690410.0
270 AD,271 AD,Campaigns against\nGermanic tribes\n,Roman Empire,Vandals\nJuthungi\nSarmatians\nAlamanni\nGoths,Wars of\nEmperor Aurelian,https://en.wikipedia.org/wiki/Aurelian#Reunification_of_the_empire,https://en.wikipedia.org/wiki/Aurelian#Reunification_of_the_empire,690410.0
271 AD,271 AD,Suppression of the\nUprising led by\nFelicissimus\n,Roman Empire,Rebellious mint workers,Wars of\nEmperor Aurelian,https://en.wikipedia.org/wiki/Felicissimus,,7688.0
272 AD,273 AD,Conquest of the\nPalmyrene Empire\n,Roman Empire,Palmyrene Empire\nTroops of Firmus\nProvince of Egypt\nSassanid Empire,Wars of\nEmperor Aurelian,https://en.wikipedia.org/wiki/Aurelian#Conquest_of_the_Palmyrene_Empire,https://en.wikipedia.org/wiki/Aurelian#Conquest_of_the_Palmyrene_Empire,690410.0
274 AD,274 AD,Conquest of the Gallic\nEmpire\n,Roman Empire,Gallic Empire,Wars of\nEmperor Aurelian,https://en.wikipedia.org/wiki/Aurelian#Conquest_of_the_Gallic_Empire,https://en.wikipedia.org/wiki/Aurelian#Conquest_of_the_Gallic_Empire,690410.0
279 AD,280 AD,Conquest of Wu by Jin,Jin dynasty,Eastern Wu,,https://en.wikipedia.org/wiki/Conquest_of_Wu_by_Jin,,44922.0
286 AD,296 AD,Carausian Revolt,Roman Empire,Carausius,,https://en.wikipedia.org/wiki/Carausian_Revolt,,13089.0
291 AD,306 AD,War of the Eight\nPrinces,Sima Yue,Various princes,,https://en.wikipedia.org/wiki/War_of_the_Eight_Princes,https://en.wikipedia.org/wiki/War_of_the_Eight_Princes,91207.0
306 AD,324 AD,Civil wars of the\nTetrarchy,Constantine I's\nlegions,Licinius's legions\nMartinianus's legions\nMaxentius's legions\nMaximinus Daia's legions,,https://en.wikipedia.org/wiki/Civil_wars_of_the_Tetrarchy,https://en.wikipedia.org/wiki/Civil_wars_of_the_Tetrarchy,75679.0
306 AD,312 AD,War of Constantine\nand Maxentius\n,Constantine I's\nlegions,Maxentius's legions,Civil wars of\nthe Tetrarchy,https://en.wikipedia.org/wiki/Civil_wars_of_the_Tetrarchy#War_of_Constantine_and_Maxentius,https://en.wikipedia.org/wiki/Civil_wars_of_the_Tetrarchy#War_of_Constantine_and_Maxentius,75679.0
313 AD,313 AD,War of Licinius and\nMaximinus Daia\n,Licinius's legions,Maximinus Daia's legions,Civil wars of\nthe Tetrarchy,https://en.wikipedia.org/wiki/Civil_wars_of_the_Tetrarchy#War_of_Licinius_and_Maximinus_Daia,https://en.wikipedia.org/wiki/Civil_wars_of_the_Tetrarchy#War_of_Licinius_and_Maximinus_Daia,75679.0
"314 or 316
AD",324 AD,Wars of Constantine\nand Licinius\n,Constantine I's\nlegions,Licinius's legions\nMartinianus's legions,Civil wars of\nthe Tetrarchy,https://en.wikipedia.org/wiki/Civil_wars_of_the_Tetrarchy#Wars_of_Constantine_and_Licinius,https://en.wikipedia.org/wiki/Civil_wars_of_the_Tetrarchy#Wars_of_Constantine_and_Licinius,75679.0
325 AD,325 AD,Shapur II's Arab\ncampaign,Sasanian Empire,Banu Tamim and other Arab\ntribes,,https://en.wikipedia.org/wiki/Shapur_II's_Arab_campaign,https://en.wikipedia.org/wiki/Shapur_II's_Arab_campaign,24245.0
351 AD,352 AD,Jewish revolt against\nConstantius Gallus,Eastern Roman\nEmpire,Jewish rebels,,https://en.wikipedia.org/wiki/Jewish_revolt_against_Constantius_Gallus,https://en.wikipedia.org/wiki/Jewish_revolt_against_Constantius_Gallus,38833.0
367 AD,367 AD,Great Conspiracy,Roman Empire,Picts\nScotti\nAttacotti\nSaxons\nFranks\nRoman deserters,,https://en.wikipedia.org/wiki/Great_Conspiracy,,76524.0
376 AD,382 AD,Gothic War,Eastern Roman\nEmpire,Ostrogoths\nFranks,,https://en.wikipedia.org/wiki/Gothic_War_(376%E2%80%93382),,99105.0
378 AD,378 AD,Tanukh revolt against\nRome,Tanukhids,Eastern Roman Empire,,https://en.wikipedia.org/wiki/Mavia_(queen)#Details_of_the_revolt,https://en.wikipedia.org/wiki/Mavia_(queen)#Details_of_the_revolt,10638.0
378 AD,379 AD,Conquests of Siyaj\nK'ak',Teotihuacan,Waka'\nTikal\nUaxactun\nBejucal\nEl Zotz,,https://en.wikipedia.org/wiki/Siyaj_K'ak',https://en.wikipedia.org/wiki/Siyaj_K'ak',3665.0
383 AD,383 AD,Battle of Fei River,Eastern Jin dynasty,Former Qin,,https://en.wikipedia.org/wiki/Battle_of_Fei_River,,41564.0
391 AD,404 AD,Goguryeo–Wa War,Goguryeo\nSilla,Baekje\nWa\nGaya,,https://en.wikipedia.org/wiki/Goguryeo%E2%80%93Wa_War,,4596.0
395 AD,410 AD,Conquests of Alaric I,Visigothic Kingdom,Western Roman Empire\nEastern Roman Empire,,https://en.wikipedia.org/wiki/Alaric_I,,371435.0
395 AD,397 AD,Visigothic Invasion of\nGreece\n,Visigothic Kingdom,Eastern Roman Empire,Conquests\nof Alaric I,https://en.wikipedia.org/wiki/Alaric_I,https://en.wikipedia.org/wiki/Alaric_I,371435.0
c. 398 AD,c. 398 AD,Stilicho's Pictish War,Western Roman\nEmpire,Picts\nSaxons\nScots,,https://en.wikipedia.org/wiki/Stilicho's_Pictish_War,,15082.0
,,,,,,,,
398 AD,398 AD,Gildonic revolt,Western Roman\nEmpire,Troops of Gildo,,https://en.wikipedia.org/wiki/Gildonic_revolt,,4682.0
c. 401 AD,c. 403 AD,Visigothic First\nInvasion of Italy\n,Western Roman\nEmpire,Visigoths,Conquests\nof Alaric I,https://en.wikipedia.org/wiki/Alarich_I#First_invasion_of_Italy,https://en.wikipedia.org/wiki/Alarich_I#First_invasion_of_Italy,1169.0
406 AD,406 AD,Battle of Mainz,Vandals\nSuevi\nAlans,Franks,,https://en.wikipedia.org/wiki/Battle_of_Mainz_(406)?action=edit&redlink=1,,-1.0
408 AD,410 AD,Visigothic Second\nInvasion of Italy\n,Visigoths,Western Roman Empire,Conquests\nof Alaric I,"https://en.wikipedia.org/wiki/Alarich_I#Second_invasion_of_Italy,_agreement_with_Western_Roman_regime","https://en.wikipedia.org/wiki/Alarich_I#Second_invasion_of_Italy,_agreement_with_Western_Roman_regime",1169.0
410 AD,410 AD,Sack of Rome\n,Visigoths,Western Roman Empire,Conquests\nof Alaric I,https://en.wikipedia.org/wiki/Sack_of_Rome_(410),,434696.0
421 AD,422 AD,Roman–Sasanian War,Sassanid Empire\nLakhmids,Eastern Roman Empire,,https://en.wikipedia.org/wiki/Roman%E2%80%93Sasanian_War_of_421%E2%80%93422,,19852.0
426 AD,426 AD,Conquest of Copán\nand Quiriguá,Teotihuacan,Copán\nQuiriguá,,https://en.wikipedia.org/wiki/Teotihuacan#Year_426:_Conquest_of_Cop%C3%A1n_and_Quirigu%C3%A1,https://en.wikipedia.org/wiki/Teotihuacan#Year_426:_Conquest_of_Cop%C3%A1n_and_Quirigu%C3%A1,1059278.0
432 AD,432 AD,Battle of Ravenna,Bonifacius,Flavius Aetius,,https://en.wikipedia.org/wiki/Battle_of_Ravenna_(432),,4608.0
