Start,Finish,Name of conflict,Belligerents,Defeated,Part of,War link,Wider conflict link,Wikipedia pageviews (2025 - 2026)
1242,1242,Saintonge War,Kingdom of France,Kingdom of England,,https://en.wikipedia.org/wiki/Saintonge_War,,23488.0
1242,1247,Second war against\nSwietopelk II,Duchy of Gdańsk,State of the Teutonic Order\nDuchy of Kuyavia,,,,
1242,1249,First Prussian Uprising,Teutonic Order,Old Prussians,,https://en.wikipedia.org/wiki/Prussian_uprisings#The_First_Prussian_Uprising_(1242%E2%80%931249),,24746.0
1247,1264,War of the Thuringian\nSuccession,Sophie of Thuringia,"Henry III, Margrave of Meissen",,https://en.wikipedia.org/wiki/War_of_the_Thuringian_Succession,https://en.wikipedia.org/wiki/War_of_the_Thuringian_Succession,8404.0
1248,1250,Genoese occupation\nof Rhodes,Empire of Nicaea,Republic of Genoa\nPrincipality of Achaea,,https://en.wikipedia.org/wiki/Genoese_occupation_of_Rhodes,https://en.wikipedia.org/wiki/Genoese_occupation_of_Rhodes,7623.0
1248,1254,Seventh Crusade\n,Ayyubid Dynasty\nBahris,Kingdom of France\nKnights Templar,Crusades,https://en.wikipedia.org/wiki/Seventh_Crusade,,177311.0
1250,1250,Tumapel-Kediri war,Tumapel Kingdom,Kediri Kingdom,,,,
1251,1251,Shepherds' Crusade,Kingdom of France,Peasants,,https://en.wikipedia.org/wiki/Shepherds'_Crusade_(1251),,23983.0
1252,1253,Third war against\nSwietopelk II,Duchy of Gdańsk,Duchy of Lubiszewo\nState of the Teutonic Order,,,,
1256,1258,War of the Euboeote\nSuccession,Principality of Achaea\nRepublic of Genoa,Republic of Venice\nLordship of Athens and Thebes\nTriarchs of Negroponte\nLordship of Salona\nMarquisate of Bodonitsa,,https://en.wikipedia.org/wiki/War_of_the_Euboeote_Succession,https://en.wikipedia.org/wiki/War_of_the_Euboeote_Succession,7697.0
1256,1270,War of Saint Sabas,Republic of Venice\nCount of Jaffa\nKnights Templar,Republic of Genoa\nPhilip of Monfort\nJohn of Arsuf\nKnights Hospitaller,,https://en.wikipedia.org/wiki/War_of_Saint_Sabas,,41118.0
1257,1259,Rebellion of Arbanon,Empire of Nicaea,Principality of Arbanon,,https://en.wikipedia.org/wiki/Rebellion_of_Arbanon,,5481.0
1257,1259,Epirote–Nicaean\nconflict,Empire of Nicaea,Despotate of Epirus,,https://en.wikipedia.org/wiki/Epirote%E2%80%93Nicaean_conflict_(1257%E2%80%931259),https://en.wikipedia.org/wiki/Epirote%E2%80%93Nicaean_conflict_(1257%E2%80%931259),503.0
1258,1258,First Mongol invasion\nof Vietnam,Đại Việt,Mongol Empire,,https://en.wikipedia.org/wiki/Mongol_invasions_of_Vietnam#First_invasions_of_%C4%90%E1%BA%A1i_Vi%E1%BB%87t_(1258),https://en.wikipedia.org/wiki/Mongol_invasions_of_Vietnam#First_invasions_of_%C4%90%E1%BA%A1i_Vi%E1%BB%87t_(1258),109468.0
1260,1264,Toluid Civil War,Kublai Khan,Ariq Böke,,https://en.wikipedia.org/wiki/Toluid_Civil_War,,71495.0
1260,1274,Great Prussian\nUprising,,,,https://en.wikipedia.org/wiki/Great_Prussian_Uprising,https://en.wikipedia.org/wiki/Great_Prussian_Uprising,5225.0
,,,,,,,,
1260,1323,Mongol invasions of\nthe Levant,Ilkhanate\nArmenian Kingdom of\nCilicia\nKingdom of Georgia\nPrincipality of Antioch\nCounty of Tripoli\nGolden Horde of the\nMongol Empire (1259–\n1264)\nKnights Templar,Mamluk Egypt Sultanate[1]\nAyyubids\nGolden Horde of the Mongol Empire\n(after 1264)\nKaramanid Rebels\nAbbasid Caliphate,,https://en.wikipedia.org/wiki/Mongol_invasions_of_the_Levant,https://en.wikipedia.org/wiki/Mongol_invasions_of_the_Levant,91070.0
1262,1262,Berke–Hulagu war,Golden Horde,Ilkhanate,,https://en.wikipedia.org/wiki/Berke%E2%80%93Hulagu_war,,33989.0
1262,1266,Scottish–Norwegian\nWar,Kingdom of Scotland,Norway,,https://en.wikipedia.org/wiki/Scottish%E2%80%93Norwegian_War,https://en.wikipedia.org/wiki/Scottish%E2%80%93Norwegian_War,23175.0
1264,1265,Hungarian Civil War,Forces loyal to Stephen,Forces loyal to Béla IV,,https://en.wikipedia.org/wiki/Hungarian_Civil_War_(1264%E2%80%931265),,7503.0
1264,1267,Second Barons' War,Pro-Monarchy Forces,Anti-Monarchy Barons,,https://en.wikipedia.org/wiki/Second_Barons'_War,,129763.0
1266,1266,Battle of Benevento\nPart of Guelphs and\nGhibellines,Guelphs,Ghibellines,,https://en.wikipedia.org/wiki/Battle_of_Benevento,https://en.wikipedia.org/wiki/Guelphs_and_Ghibellines,28118.0
1268,1268,Mačva War,Kingdom of Hungary,Kingdom of Serbia,,https://en.wikipedia.org/wiki/Ma%C4%8Dva_War,,4341.0
1268,1301,Kaidu–Kublai war,Chagatai Khanate\nGolden Horde,Yuan dynasty\nIlkhanate,,https://en.wikipedia.org/wiki/Kaidu%E2%80%93Kublai_war,,38217.0
1269,1269,Catalan Crusade,,,,https://en.wikipedia.org/wiki/Catalan_Crusade,,2409.0
1269,1271,Civil war in Pomerelia,Duchy of Świecie\nMargraviate of\nBrandenburg\nDuchy of Greater Poland\n(1270–1271),Duchy of Gdańsk\nDuchy of Lubiszewo (1269),,https://en.wikipedia.org/wiki/Civil_war_in_Pomerelia,,3816.0
1270,1270,Kelana Bhayangkara\nrebellion,Singhasari Kingdom,Kelana Bhayangkara forces,,,,
1270,1270,Eighth Crusade\n,Hafsids,Kingdom of France\nKingdom of Sicily\nKingdom of Navarre,Crusades,https://en.wikipedia.org/wiki/Eighth_Crusade,,144040.0
1270,1273,Sambyeolcho\nRebellion,Goryeo\nYuan dynasty,Sambyeolcho Army,,https://en.wikipedia.org/wiki/Sambyeolcho_Rebellion,https://en.wikipedia.org/wiki/Sambyeolcho_Rebellion,19257.0
1271,1272,Ninth Crusade\n,Mamluk Sultanate,Anjou\nKingdom of Cyprus\nPrincipality of Antioch\nKingdom of England\nIlkhanate,Crusades,https://en.wikipedia.org/wiki/Ninth_Crusade,,42121.0
1272,1278,War of the Cow,,,,https://en.wikipedia.org/wiki/War_of_the_Cow,,7212.0
1274,1281,Mongol invasions of\nJapan,Kamakura Shogunate,Mongol Empire\nGoryeo\nYuan dynasty,,https://en.wikipedia.org/wiki/Mongol_invasions_of_Japan,https://en.wikipedia.org/wiki/Mongol_invasions_of_Japan,548743.0
1275,1275,Manx revolt of 1275,Kingdom of Scotland,Kingdom of Mann,,https://en.wikipedia.org/wiki/Manx_revolt_of_1275,,3869.0
1275,1283,Pamalayu Expedition,Singhasari Kingdom,Melayu Kingdom,,https://en.wikipedia.org/wiki/Pamalayu,,8613.0
1276,1278,6000-mark war,Denmark,Sweden,,https://en.wikipedia.org/wiki/6000-mark_war,,4912.0
1277,1280,Uprising of Ivaylo,Bulgarian nobility\nByzantine Empire\nGolden Horde,Peasants under Ivaylo of Bulgaria,,https://en.wikipedia.org/wiki/Uprising_of_Ivaylo,,21271.0
,,,,,,,,
1277,1283,Conquest of Wales by\nEdward I,Kingdom of England,Principality of Wales,,https://en.wikipedia.org/wiki/Conquest_of_Wales_by_Edward_I,https://en.wikipedia.org/wiki/Conquest_of_Wales_by_Edward_I,98673.0
1277,1288,First Mongol invasion\nof Burma,Yuan dynasty,Pagan Kingdom,,https://en.wikipedia.org/wiki/First_Mongol_invasion_of_Burma,https://en.wikipedia.org/wiki/First_Mongol_invasion_of_Burma,43991.0
1280,1280,Mahisa Rangka\nrebellion,Singhasari Kingdom,Mahisa Rangka forces,,,,
1280,1478,Genoese–Mongol\nWars,Republic of Genoa,Golden Horde\nGreat Horde\nCrimean Khanate,,https://en.wikipedia.org/wiki/Genoese%E2%80%93Mongol_Wars,https://en.wikipedia.org/wiki/Genoese%E2%80%93Mongol_Wars,26645.0
1282,1302,War of the Sicilian\nVespers,Crown of Aragon\nKingdom of Trinacria,Kingdom of Naples\nKingdom of France\nKingdom of Majorca,,https://en.wikipedia.org/wiki/War_of_the_Sicilian_Vespers,https://en.wikipedia.org/wiki/War_of_the_Sicilian_Vespers,103522.0
1283,1289,War of the Limburg\nSuccession,Duchy of Brabant\nCounty of Berg\nCounty of Mark\nCounty of Loon\nCounty of Jülich\nCounty of Tecklenburg\nCounty of Waldeck,Electorate of Cologne\nCounty of Guelders\nCounty of Luxembourg\nLordship of Ligny\nCounty of Nassau,,https://en.wikipedia.org/wiki/War_of_the_Limburg_Succession,https://en.wikipedia.org/wiki/War_of_the_Limburg_Succession,9617.0
1284,1284,Pabali Expedition,Singhasari Kingdom,Bali Kingdom,,,,
1285,1285,Southwest Borneo\nExpedition,Singhasari Kingdom,Tanjungpura Kingdom,,,,
1285,1285,Second Mongol\ninvasion of Vietnam,Đại Việt,Mongol Empire,,https://en.wikipedia.org/wiki/Mongol_invasions_of_Vietnam#Second_invasions_of_%C4%90%E1%BA%A1i_Vi%E1%BB%87t_(1285),https://en.wikipedia.org/wiki/Mongol_invasions_of_Vietnam#Second_invasions_of_%C4%90%E1%BA%A1i_Vi%E1%BB%87t_(1285),109468.0
1287,1288,Third Mongol invasion\nof Vietnam,Đại Việt,Mongol Empire,,https://en.wikipedia.org/wiki/Mongol_invasions_of_Vietnam#Third_invasion_of_%C4%90%E1%BA%A1i_Vi%E1%BB%87t_(1287%E2%80%931288),https://en.wikipedia.org/wiki/Mongol_invasions_of_Vietnam#Third_invasion_of_%C4%90%E1%BA%A1i_Vi%E1%BB%87t_(1287%E2%80%931288),109468.0
1289,1296,War of the Outlaws,Norway\nDanish outlaws,Denmark,,https://en.wikipedia.org/wiki/War_of_the_Outlaws,,5089.0
1292,1292,Jayakatwang rebellion,Jayakatwang forces,Singhasari Kingdom,,,,
1292,1293,Mongol invasion of\nJava,Majapahit Empire,Yuan dynasty\nKediri Kingdom,,https://en.wikipedia.org/wiki/Mongol_invasion_of_Java,https://en.wikipedia.org/wiki/Mongol_invasion_of_Java,113285.0
1294,1294,Majapahit invasion of\nSambas,Majapahit Empire,Sambas Kingdom,,,,
1294,1294,Battle of Red Ford,Clan MacDougall,Clan Campbell,,https://en.wikipedia.org/wiki/Battle_of_Red_Ford,,5478.0
1294,1303,Gascon War,Kingdom of France,Kingdom of England,,https://en.wikipedia.org/wiki/Gascon_War,,34439.0
1295,1295,Ranggalawe rebellion,Majapahit Empire,Ranggalawe forces,,,,
1295,1299,War of Curzola,Republic of Venice,Republic of Genoa\nByzantine Empire (1295),,https://en.wikipedia.org/wiki/War_of_Curzola,,9264.0
1296,1302,Byzantine–Venetian\nWar,Republic of Venice,Byzantine Empire,,https://en.wikipedia.org/wiki/Byzantine%E2%80%93Venetian_War_(1296%E2%80%931302),https://en.wikipedia.org/wiki/Byzantine%E2%80%93Venetian_War_(1296%E2%80%931302),9905.0
1296,1328,First War of Scottish\nIndependence,Kingdom of Scotland,Kingdom of England,,https://en.wikipedia.org/wiki/First_War_of_Scottish_Independence,https://en.wikipedia.org/wiki/First_War_of_Scottish_Independence,339385.0
1297,1305,Franco-Flemish War,Kingdom of France,County of Flanders,,https://en.wikipedia.org/wiki/Franco-Flemish_War,,34595.0
Start,Finish,Name of Conflict,Belligerents,,,,,
,,,Victorious party (if\napplicable),Defeated party (if applicable),,,,
1300,1301,Second Mongol\ninvasion of Burma,Myinsaing Kingdom,Yuan dynasty,,https://en.wikipedia.org/wiki/Second_Mongol_invasion_of_Burma,https://en.wikipedia.org/wiki/Second_Mongol_invasion_of_Burma,18456.0
1300,1300,Lembu Sora\nrebellion,Majapahit Empire,Lembu Sora forces,,,,
1302,1302,Battle of Bapheus,Ottoman Empire,Byzantine Empire,,https://en.wikipedia.org/wiki/Battle_of_Bapheus,,53297.0
1302,1302,Battle of Dimbos,Ottoman Empire,Byzantine Empire,,https://en.wikipedia.org/wiki/Battle_of_Dimbos,,19393.0
"14th
century","14th
century",K'aissape–Hvalsey\nwar,Inuit under K'aissape,Norsemen under Ungortoq,,https://en.wikipedia.org/wiki/Eastern_Settlement,https://en.wikipedia.org/wiki/Eastern_Settlement,47427.0
1303,1303,Conquest of\nSylhet,Independent Bengal (Delhi\nSultanate breakaway),Gaur Kingdom of Srihatta,,https://en.wikipedia.org/wiki/Conquest_of_Sylhet,https://en.wikipedia.org/wiki/Conquest_of_Sylhet,21704.0
1304,1304,Salt War,Republic of Venice,Padua,,https://en.wikipedia.org/wiki/Salt_War_(1304),,11281.0
1306,1310,Hospitaller\nconquest of\nRhodes,Knights Hospitaller,Byzantine Empire,,https://en.wikipedia.org/wiki/Hospitaller_conquest_of_Rhodes,https://en.wikipedia.org/wiki/Hospitaller_conquest_of_Rhodes,23856.0
1308,1308,Teutonic takeover\nof Danzig\n(Gdańsk),Teutonic Knights,Margraviate of Brandenburg,,https://en.wikipedia.org/wiki/Teutonic_takeover_of_Danzig_(Gda%C5%84sk),https://en.wikipedia.org/wiki/Teutonic_takeover_of_Danzig_(Gda%C5%84sk),28557.0
1308,1313,War of Ferrara,Republic of Venice,Papacy and Guelph cities of\nnorthern Italy,,https://en.wikipedia.org/wiki/War_of_Ferrara_(1308%E2%80%931313),,4980.0
1309,1309,Crusade of the\nPoor,Duchy of Brabant,Crusaders,,https://en.wikipedia.org/wiki/Crusade_of_the_Poor,https://en.wikipedia.org/wiki/Crusade_of_the_Poor,15533.0
1310,1310,Tiepolo conspiracy,Republic of Venice,Faction of Bajamonte Tiepolo,,https://en.wikipedia.org/wiki/Tiepolo_conspiracy,,25923.0
1311,1312,Rebellion of mayor\nAlbert,Władysław I the Elbow-high,Kraków,,https://en.wikipedia.org/wiki/Rebellion_of_mayor_Albert,https://en.wikipedia.org/wiki/Rebellion_of_mayor_Albert,1006.0
1311,1318,Delhi–Seuna War,Delhi Sultanate,Seuna Empire,,https://en.wikipedia.org/wiki/Hoysala_Empire#History,,54663.0
1314,1318,Esen Buqa–\nAyurbarwada war,Yuan dynasty\nIlkhanate,Chagatai Khanate,,https://en.wikipedia.org/wiki/Esen_Buqa%E2%80%93Ayurbarwada_war,https://en.wikipedia.org/wiki/Esen_Buqa%E2%80%93Ayurbarwada_war,11189.0
1315,1315,Battle of\nMorgarten,Swiss Confederation\nUri\nSchwyz\nUnterwalden,Austria,,https://en.wikipedia.org/wiki/Battle_of_Morgarten,https://en.wikipedia.org/wiki/Battle_of_Morgarten,66692.0
1315,1318,Bruce campaign in\nIreland,Lordship of Ireland\nKingdom of England,Kingdom of Scotland,,https://en.wikipedia.org/wiki/Bruce_campaign_in_Ireland,https://en.wikipedia.org/wiki/Bruce_campaign_in_Ireland,49843.0
1316,1316,Nambi rebellion,Majapahit Empire,Nambi forces,,,,
1317,1326,Siege of Bursa,Ottoman Empire,Byzantine Empire,,https://en.wikipedia.org/wiki/Siege_of_Bursa,,51986.0
1318,1318,Semi rebellion,Majapahit Empire,Semi forces,,,,
1319,1319,Ra Kuti rebellion,Majapahit Empire,Ra Kuti forces,,,,
1320,1320,Shepherds'\nCrusade,Kingdom of France,Peasants,,https://en.wikipedia.org/wiki/Shepherds'_Crusade_(1320),https://en.wikipedia.org/wiki/Shepherds'_Crusade_(1320),30122.0
,,,,,,,,
1321,1322,Swedish–\nNovgorodian Wars,Kingdom of Sweden,Republic of Novgorod,,https://en.wikipedia.org/wiki/Swedish%E2%80%93Novgorodian_Wars,https://en.wikipedia.org/wiki/Swedish%E2%80%93Novgorodian_Wars,28096.0
1321,1322,Despenser War,?,?,,https://en.wikipedia.org/wiki/Despenser_War,,42285.0
1322,1322,Battle of Mühldorf,Duchy of Upper Bavaria\nKingdom of Bohemia\nBurgraviate of Nuremberg,Duchy of Austria\nDuchy of Carinthia\nPrince-Archbishopric of Salzburg\nBishopric of Passau,,https://en.wikipedia.org/wiki/Battle_of_M%C3%BChldorf,,16125.0
1323,1328,Peasant revolt in\nFlanders,Flanders\nKingdom of France,Peasant Army,,https://en.wikipedia.org/wiki/Peasant_revolt_in_Flanders_1323%E2%80%931328,https://en.wikipedia.org/wiki/Peasant_revolt_in_Flanders_1323%E2%80%931328,3224.0
1324,1326,War of Metz,Republic of Metz,Electorate of Trier\nDuchy of Lorraine\nDuchy of Bar,,https://en.wikipedia.org/wiki/War_of_Metz,,3946.0
1326,1328,First War of the\nRügen Succession,Gerhard of Holstein,Henry II of Mecklenburg,,https://en.wikipedia.org/wiki/Wars_of_the_R%C3%BCgen_Succession#First_War_of_the_R%C3%BCgen_Succession,https://en.wikipedia.org/wiki/Wars_of_the_R%C3%BCgen_Succession#First_War_of_the_R%C3%BCgen_Succession,3744.0
1326,1329,War of Hum,Banate of Bosnia,Serbian Kingdom,,https://en.wikipedia.org/wiki/War_of_Hum,,3855.0
1326,1332,Polish–Teutonic\nWar,Teutonic Knights,Kingdom of Poland,,https://en.wikipedia.org/wiki/Polish%E2%80%93Teutonic_War_(1326%E2%80%931332),https://en.wikipedia.org/wiki/Polish%E2%80%93Teutonic_War_(1326%E2%80%931332),11081.0
1327,1327,Tver Uprising of\n1327,Golden Horde\nPrincipality of Moscow\nPrincipality of Suzdal,Principality of Tver,,https://en.wikipedia.org/wiki/Tver_Uprising_of_1327,https://en.wikipedia.org/wiki/Tver_Uprising_of_1327,13911.0
1328,1331,Siege of Nicaea,Ottoman Empire,Byzantine Empire,,https://en.wikipedia.org/wiki/Siege_of_Nicaea_(1328%E2%80%931331),,22624.0
1328,1332,War of the Two\nCapitals,Khanbaliq Faction,Shangdu Faction,,https://en.wikipedia.org/wiki/War_of_the_Two_Capitals,https://en.wikipedia.org/wiki/War_of_the_Two_Capitals,8501.0
1329,1331,Bhre Sedang and\nKeta rebellion,Majapahit Empire,Bhre Sedang forces\nKeta forces,,,,
1331,1331,Serbian civil war of\n1331,Faction of Stefan Dušan,Faction of Stefan Uroš III,,https://en.wikipedia.org/wiki/Serbian_civil_war_of_1331,https://en.wikipedia.org/wiki/Serbian_civil_war_of_1331,4420.0
1331,1333,Genkō War,Imperial forces loyal to\nEmperor Go-Daigo,Kamakura Shogunate,,https://en.wikipedia.org/wiki/Genk%C5%8D_War,,29411.0
1331,1337,Eltz Feud,Electorate of Trier,Ehrenburg\nEltz\nSchöneck\nWaldeck,,https://en.wikipedia.org/wiki/Eltz_Feud,,5712.0
1332,1357,Second War of\nScottish\nIndependence,Kingdom of Scotland\nKingdom of France,Kingdom of England,,https://en.wikipedia.org/wiki/Second_War_of_Scottish_Independence,https://en.wikipedia.org/wiki/Second_War_of_Scottish_Independence,114503.0
1333,1338,Burke Civil War,Faction of Edmond de Burgh,Faction of Edmond Albanach de\nBurgh\nFaction of Uilleag de Burgh,,https://en.wikipedia.org/wiki/Burke_Civil_War,,9142.0
1336,1392,Nanboku-chō\nWars,Northern Court\nAshikaga shogunate,Southern Court,,https://en.wikipedia.org/wiki/Nanboku-ch%C5%8D,,3988.0
1336,1339,Scaliger War,Republic of Venice\nRepublic of Florence\nothers,Scaliger lordship of Verona,,https://en.wikipedia.org/wiki/Scaliger_War,,17813.0
1337,1337,Siege of\nNicomedia,Ottoman Empire,Byzantine Empire,,https://en.wikipedia.org/wiki/Siege_of_Nicomedia,https://en.wikipedia.org/wiki/Siege_of_Nicomedia,21775.0
1337,1453,Hundred Years'\nWar,Kingdom of France\nCrown of Castile\nKingdom of Scotland,Kingdom of England\nDuchy of Burgundy,,https://en.wikipedia.org/wiki/Hundred_Years'_War,https://en.wikipedia.org/wiki/Hundred_Years'_War,2288735.0
,,,Republic of Genoa\nKingdom of Majorca\nKingdom of Bohemia\nCrown of Aragon\nDuchy of Brittany,Aquitaine\nKingdom of Portugal\nKingdom of Navarre\nFlanders\nCounty of Hainaut\nHoly Roman Empire,,,,
1338,1339,Shah Mir–Lohara\nWar,Shah Mir dynasty,Lohara dynasty,,https://en.wikipedia.org/wiki/Shah_Mir%E2%80%93Lohara_War,https://en.wikipedia.org/wiki/Shah_Mir%E2%80%93Lohara_War,5168.0
1340,1349,,Michael Komnenos\nJohn III\nManuel II of Trebizond,Anna Anachoutlou\nGeorgian mercenaries,,,,
1340,1345,Majapahit invasion\nof Aru,Majapahit Empire,Aru Kingdom,,,,
1340,1392,Galicia–Volhynia\nWars,Kingdom of Poland\nlocal factions,Kingdom of Hungary\nDuchy of Masovia,,https://en.wikipedia.org/wiki/Galicia%E2%80%93Volhynia_Wars,https://en.wikipedia.org/wiki/Galicia%E2%80%93Volhynia_Wars,33938.0
1340,1396,Bulgarian–\nOttoman Wars,Ottoman Empire,Bulgarian Empire,,https://en.wikipedia.org/wiki/Bulgarian%E2%80%93Ottoman_Wars,https://en.wikipedia.org/wiki/Bulgarian%E2%80%93Ottoman_Wars,4735.0
1341,1364,War of the Breton\nSuccession\nPart of the\nHundred Years'\nWar,Kingdom of England,Kingdom of France,,https://en.wikipedia.org/wiki/War_of_the_Breton_Succession,https://en.wikipedia.org/wiki/War_of_the_Breton_Succession,81892.0
1341,1347,Byzantine civil war,John VI Kantakouzenos,John V Palaiologos,,https://en.wikipedia.org/wiki/Byzantine_civil_war_of_1341%E2%80%931347,,58201.0
1342,1342,Battle of Zava,Kartids,Sarbadars,,https://en.wikipedia.org/wiki/Battle_of_Zava,,4086.0
1342,1346,Thuringian Counts'\nWar,House of Wettin,House of Schwarzburg,,https://en.wikipedia.org/wiki/Thuringian_Counts'_War,https://en.wikipedia.org/wiki/Thuringian_Counts'_War,5319.0
1342,1354,Second War of the\nRügen Succession,Duchy of Pomerania-Wolgast,House of Mecklenburg,,https://en.wikipedia.org/wiki/Wars_of_the_R%C3%BCgen_Succession#Second_War_of_the_R%C3%BCgen_Succession,https://en.wikipedia.org/wiki/Wars_of_the_R%C3%BCgen_Succession#Second_War_of_the_R%C3%BCgen_Succession,3744.0
1343,1346,St. George's Night\nUprising,Teutonic Order\nDenmark,Vironians\nOeselians,,https://en.wikipedia.org/wiki/St._George's_Night_Uprising,https://en.wikipedia.org/wiki/St._George's_Night_Uprising,10968.0
1345,1347,Byzantine civil war\nof 1341–1347,Ottoman Empire (1345–\n1347)\nJohn VI Kantakouzenos\nSerbia (1342–1343)\nBeylik of Aydin (1342/3–\n1345)\nBeylik of Saruhan,John V Palaiologos\nAnna of Savoy\nJohn XIV Kalekas\nAlexios Apokaukos\nZealots of Thessalonica\nSerbia (1343–1347)\nSecond Bulgarian Empire\nPrincipality of Karvuna,,https://en.wikipedia.org/wiki/Byzantine_civil_war_of_1341%E2%80%931347,https://en.wikipedia.org/wiki/Byzantine_civil_war_of_1341%E2%80%931347,58201.0
1347,1352,Neapolitan\ncampaigns of\nLouis the Great,Kingdom of Hungary,Kingdom of Naples,,https://en.wikipedia.org/wiki/Neapolitan_campaigns_of_Louis_the_Great,https://en.wikipedia.org/wiki/Neapolitan_campaigns_of_Louis_the_Great,9991.0
1348,1349,Byzantine–\nGenoese War,Byzantine Empire,Republic of Genoa,,https://en.wikipedia.org/wiki/Byzantine%E2%80%93Genoese_War_(1348%E2%80%931349),https://en.wikipedia.org/wiki/Byzantine%E2%80%93Genoese_War_(1348%E2%80%931349),9659.0
1350,1490,Hook and Cod\nwars,Hook League,Cod League,,https://en.wikipedia.org/wiki/Hook_and_Cod_wars,https://en.wikipedia.org/wiki/Hook_and_Cod_wars,51434.0
1351,1368,Red Turban\nRebellion,Ming dynasty\nDahan\nKingdom of Dazhou\nEmpire of Tianwan\nEmpire of Daxia,Yuan dynasty,,https://en.wikipedia.org/wiki/Red_Turban_Rebellion,https://en.wikipedia.org/wiki/Red_Turban_Rebellion,55750.0
,,,,,,,,
1352,1357,Byzantine civil war\nof 1352–1357,John V Palaiologos,John VI Kantakouzenos,,https://en.wikipedia.org/wiki/Byzantine_civil_war_of_1352%E2%80%931357,https://en.wikipedia.org/wiki/Byzantine_civil_war_of_1352%E2%80%931357,16380.0
1353,1354,Delhite invasion of\nBengal,Bengal Sultanate,Delhi Sultanate,,https://en.wikipedia.org/wiki/Delhite_invasion_of_Bengal_(1353%E2%80%931354),https://en.wikipedia.org/wiki/Delhite_invasion_of_Bengal_(1353%E2%80%931354),617.0
1354,1354,Fall of Gallipoli,Ottoman Empire,Byzantine Empire,,https://en.wikipedia.org/wiki/Fall_of_Gallipoli,,29447.0
1355,1355,Faliero coup,Republic of Venice,Faction of Marino Faliero,,https://en.wikipedia.org/wiki/Faliero_coup,,7805.0
1356,1375,War of the Two\nPeters,Crown of Aragon\nWith the support of:\nHenry of Trastámara\nKingdom of France,Crown of Castile\nWith the support of:\nKingdom of England\nRepublic of Genoa\nKingdom of Portugal\nKingdom of Navarre\nKingdom of Granada,,https://en.wikipedia.org/wiki/War_of_the_Two_Peters,https://en.wikipedia.org/wiki/War_of_the_Two_Peters,16471.0
1357,1366,Ispah rebellion,Yuan dynasty,Semu Muslim rebels,,https://en.wikipedia.org/wiki/Ispah_rebellion,,21661.0
1358,1358,Jacquerie,Kingdom of France,French peasants,,https://en.wikipedia.org/wiki/Jacquerie,,117945.0
1358,1360,Delhite invasion of\nBengal (1353–\n1354),Bengal Sultanate,Delhi Sultanate,,https://en.wikipedia.org/wiki/Delhite_invasion_of_Bengal_(1353%E2%80%931354),https://en.wikipedia.org/wiki/Delhite_invasion_of_Bengal_(1353%E2%80%931354),617.0
1360,1360,Ottoman conquest\nof Adrianople,Ottoman Empire,Byzantine Empire,,https://en.wikipedia.org/wiki/Ottoman_conquest_of_Adrianople,https://en.wikipedia.org/wiki/Ottoman_conquest_of_Adrianople,31898.0
1362,1457,War of the Bands,Gamboíno Families,Oñacino Families,,https://en.wikipedia.org/wiki/War_of_the_Bands,,16902.0
1363,1368,Revolt of Saint\nTitus,Republic of Venice,Cretan Feudatories,,https://en.wikipedia.org/wiki/Revolt_of_Saint_Titus,https://en.wikipedia.org/wiki/Revolt_of_Saint_Titus,8551.0
1364,1364,Battle of\nSırpsındığı,Ottoman Empire,Serbian Empire\nSecond Bulgarian Empire\nWallachia\nBanate of Bosnia\nKingdom of Hungary,,https://en.wikipedia.org/wiki/Battle_of_S%C4%B1rps%C4%B1nd%C4%B1%C4%9F%C4%B1,https://en.wikipedia.org/wiki/Battle_of_S%C4%B1rps%C4%B1nd%C4%B1%C4%9F%C4%B1,27475.0
1366,1369,Castilian Civil War,Pedro of Castile\nKingdom of England,Henry of Trastámara\nKingdom of France\nAragon,,https://en.wikipedia.org/wiki/Castilian_Civil_War_of_1351%E2%80%931369,,8620.0
1367,1390,Cham–\nVietnamese War\n(1367–1390),Champa,Đại Việt,,https://en.wikipedia.org/wiki/Cham%E2%80%93Vietnamese_War_(1367%E2%80%931390),https://en.wikipedia.org/wiki/Cham%E2%80%93Vietnamese_War_(1367%E2%80%931390),3149.0
1370,1388,War of the\nLüneburg\nSuccession,"Magnus II, Duke of Brunswick-\nLüneburg","Wenceslaus I, Duke of Saxe-\nWittenberg",,https://en.wikipedia.org/wiki/War_of_the_L%C3%BCneburg_Succession,https://en.wikipedia.org/wiki/War_of_the_L%C3%BCneburg_Succession,3920.0
1371,1371,Battle of Samokov,Ottoman Empire,Second Bulgarian Empire\nMoravian Serbia,,https://en.wikipedia.org/wiki/Battle_of_Samokov,,12087.0
1371,1371,Battle of Maritsa,Ottoman Empire,Serbian Empire,,https://en.wikipedia.org/wiki/Battle_of_Maritsa,,116650.0
1371,1379,War of the\nGuelderian\nSuccession,Duchy of Jülich\nBronckhorst faction,Blois\nHeeckeren faction,,https://en.wikipedia.org/wiki/War_of_the_Guelderian_Succession,https://en.wikipedia.org/wiki/War_of_the_Guelderian_Succession,1114.0
1372,1373,Paduan–Venetian\nborder war,Republic of Venice,Padua,,https://en.wikipedia.org/wiki/Paduan%E2%80%93Venetian_border_war,https://en.wikipedia.org/wiki/Paduan%E2%80%93Venetian_border_war,3794.0
