Start,Finish,Name of conflict,Belligerents,Defeated,Part of,War link,Wider conflict link,Wikipedia pageviews (2025 - 2026)
1463,1479,Ottoman–\nVenetian War\n(1463–1479),Ottoman Empire,Republic of Venice\nPapal States\nLeague of Lezhë\nPrincipality of Zeta\nKingdom of Hungary\nKnights Hospitaller\nCrown of Aragon\nKingdom of Naples\nAq Qoyunlu\nDuchy of Burgundy\nHoly Roman Empire\nPrincipality of Moldavia\nKingdom of Croatia\nDuchy of Saint Sava\nKingdom of France\nRepublic of Ragusa\nGrand Duchy of\nLithuania,,https://en.wikipedia.org/wiki/Ottoman%E2%80%93Venetian_War_(1463%E2%80%931479),https://en.wikipedia.org/wiki/Ottoman%E2%80%93Venetian_War_(1463%E2%80%931479),58677.0
,,,,Crown of Castile\nFlorence\nKaramanids\nManiots\nGreek rebels,,,,
1463,1463,Siege of Jajce,Ottoman Empire,Kingdom of Hungary\nRepublic of Venice\nKingdom of Bosnia,,https://en.wikipedia.org/wiki/Siege_of_Jajce,,18208.0
1463/1464,1465,Siege of Gerger,Aq Qoyunlu\nPazuku Kurds,Mamluk Sultanate,,https://en.wikipedia.org/wiki/Siege_of_Gerger,,3383.0
1464,1472,War of the\nSuccession of\nStettin,Margraviate of Brandenburg,Duchy of Pomerania,,https://en.wikipedia.org/wiki/War_of_the_Succession_of_Stettin,https://en.wikipedia.org/wiki/War_of_the_Succession_of_Stettin,3436.0
1465,1465,1465 Moroccan\nrevolt,Sharifs of Fez,Marinids,,https://en.wikipedia.org/wiki/1465_Moroccan_revolt,https://en.wikipedia.org/wiki/1465_Moroccan_revolt,4459.0
1465,1465,Ballaban's\ncampaign of\n1465,League of Lezhë,Ottoman Empire,,https://en.wikipedia.org/wiki/Ballaban's_campaign_of_1465,https://en.wikipedia.org/wiki/Ballaban's_campaign_of_1465,8995.0
1465,1465,War of the\nPublic Weal,Duchy of Burgundy,Kingdom of France,,https://en.wikipedia.org/wiki/War_of_the_Public_Weal,https://en.wikipedia.org/wiki/War_of_the_Public_Weal,30588.0
1465,1468,Wars of Liège,Duchy of Burgundy,Prince-Bishopric of Liège,,https://en.wikipedia.org/wiki/Wars_of_Li%C3%A8ge,,7523.0
1467,1469,First Irmandiño,Kingdom of Galicia,Peasants,,https://en.wikipedia.org/wiki/Irmandi%C3%B1o#Second_revolt,,3377.0
1467,1477,Ōnin War\nPart of the\nSengoku Period,Hosokawa clan\nHatakeyama Masanaga,Yamana clan\nŌuchi clan\nHatakeyama Yoshinari,,https://en.wikipedia.org/wiki/%C5%8Cnin_War,https://en.wikipedia.org/wiki/Sengoku_Period,149343.0
1467,1479,War of the\nPriests,Kingdom of Poland,Prince-Bishopric of Warmia,,https://en.wikipedia.org/wiki/War_of_the_Priests_(Poland),https://en.wikipedia.org/wiki/War_of_the_Priests_(Poland),11746.0
1468,1478,Bohemian War\n(1468–78),Kingdom of Hungary,Kingdom of Bohemia,,https://en.wikipedia.org/wiki/Bohemian_War_(1468%E2%80%9378),https://en.wikipedia.org/wiki/Bohemian_War_(1468%E2%80%9378),1169.0
1468,1469,,Duchy of Bavaria,,,,,
1470,1470,Chimor–Inca\nWar,Inca Empire,Chimor Empire,,https://en.wikipedia.org/wiki/Chimor%E2%80%93Inca_War,https://en.wikipedia.org/wiki/Chimor%E2%80%93Inca_War,10894.0
1470,1474,Aq Qoyunlu–\nMamluk War\n(1470–1474),Mamluk Sultanate,Aq Qoyunlu,,https://en.wikipedia.org/wiki/Aq_Qoyunlu%E2%80%93Mamluk_War_(1470%E2%80%931474),https://en.wikipedia.org/wiki/Aq_Qoyunlu%E2%80%93Mamluk_War_(1470%E2%80%931474),6256.0
1470,1471,Dano-Swedish\nWar (1470–71),Sweden,Denmark\nGerman Knights,,https://en.wikipedia.org/wiki/Dano-Swedish_War_(1470%E2%80%9371),https://en.wikipedia.org/wiki/Dano-Swedish_War_(1470%E2%80%9371),2060.0
1470,1474,First Utrecht\nCivil War,Utrecht Hooks,Utrecht Cods,,https://en.wikipedia.org/wiki/First_Utrecht_Civil_War,https://en.wikipedia.org/wiki/First_Utrecht_Civil_War,1867.0
1471,1471,Cham–\nVietnamese\nWar (1471),Đại Việt,Champa,,https://en.wikipedia.org/wiki/Cham%E2%80%93Vietnamese_War_(1471),https://en.wikipedia.org/wiki/Cham%E2%80%93Vietnamese_War_(1471),10292.0
1473,1473,Battle of\nOtlukbeli,Ottoman Empire,Aq Qoyunlu,,https://en.wikipedia.org/wiki/Battle_of_Otlukbeli,https://en.wikipedia.org/wiki/Battle_of_Otlukbeli,50617.0
1473,1473,Tenochtitlan-\nTlatelolco\nConflict,Tenochtitlan,Tlatelolco,,https://en.wikipedia.org/wiki/Battle_of_Tlatelolco,https://en.wikipedia.org/wiki/Battle_of_Tlatelolco,7111.0
1474,1477,Burgundian\nWars,Swiss Confederation,Duchy of Burgundy,,https://en.wikipedia.org/wiki/Burgundian_Wars,https://en.wikipedia.org/wiki/Burgundian_Wars,88720.0
1475,1479,War of the\nCastilian\nSuccession,Isabella Supporters\nCrown of Aragon,Juana Supporters\nKingdom of Portugal\nKingdom of France,,https://en.wikipedia.org/wiki/War_of_the_Castilian_Succession,https://en.wikipedia.org/wiki/War_of_the_Castilian_Succession,50514.0
1476,1476,Ottoman-\nMoldavian War\nof 1476,Ottoman Empire,Moldavia,,https://en.wikipedia.org/wiki/Ottoman-Moldavian_War_of_1476,https://en.wikipedia.org/wiki/Ottoman-Moldavian_War_of_1476,1000.0
1477,1488,Austrian–\nHungarian War\n(1477–88),Kingdom of Hungary,Holy Roman Empire,,https://en.wikipedia.org/wiki/Austrian%E2%80%93Hungarian_War_(1477%E2%80%9388),https://en.wikipedia.org/wiki/Austrian%E2%80%93Hungarian_War_(1477%E2%80%9388),4234.0
1478,1478,Siege of Krujë\n(1478),Ottoman Empire,League of Lezhë\nRepublic of Venice,,https://en.wikipedia.org/wiki/Siege_of_Kruj%C3%AB_(1478),https://en.wikipedia.org/wiki/Siege_of_Kruj%C3%AB_(1478),6723.0
1479,1480,Vietnamese-\nLaotian War\n(1479–80),Đại Việt,Lan Xang\nMuang Phuan Lan Na,,https://en.wikipedia.org/wiki/Vietnamese-Laotian_War_(1479%E2%80%9380),https://en.wikipedia.org/wiki/Vietnamese-Laotian_War_(1479%E2%80%9380),5114.0
1480,1480,Siege of\nRhodes (1480),Knights Hospitaller,Ottoman Empire,,https://en.wikipedia.org/wiki/Siege_of_Rhodes_(1480),https://en.wikipedia.org/wiki/Siege_of_Rhodes_(1480),37202.0
1480,1510,Saltpeter War\n(Mexico),Tarascan state,Purépecha,,https://en.wikipedia.org/wiki/Saltpeter_War_(Mexico),https://en.wikipedia.org/wiki/Saltpeter_War_(Mexico),8815.0
1481,1483,Second Utrecht\nCivil War,Utrecht Hooks,Utrecht Cods,,https://en.wikipedia.org/wiki/Second_Utrecht_Civil_War,https://en.wikipedia.org/wiki/Second_Utrecht_Civil_War,2456.0
1482,1484,War of Ferrara,Republic of Venice\nPapal States,Duchy of Ferrara\nKingdom of Naples,,https://en.wikipedia.org/wiki/War_of_Ferrara_(1482%E2%80%931484),,14310.0
1482,1492,Granada War,Union of the Crown of\nCastile and Crown of Aragon,Emirate of Granada,,https://en.wikipedia.org/wiki/Granada_War,,272233.0
1483,1483,Buckingham's\nrebellion,Kingdom of England,English rebels,,https://en.wikipedia.org/wiki/Buckingham's_rebellion,https://en.wikipedia.org/wiki/Buckingham's_rebellion,30874.0
1483,1485,1483 Flemish\nRevolt,Habsburg Netherlands,Flemish separatists,,https://en.wikipedia.org/wiki/Flemish_revolts_against_Maximilian_of_Austria#First_revolt,https://en.wikipedia.org/wiki/Flemish_revolts_against_Maximilian_of_Austria#First_revolt,15113.0
1484,1484,Mieres Uprising,Castile-Aragon Union,Catalan peasants,,https://en.wikipedia.org/wiki/Mieres_Uprising,,675.0
1485,1488,Mad War,Kingdom of France,Rebel Barons,,https://en.wikipedia.org/wiki/Mad_War,,52388.0
1485,1503,Polish–Ottoman\nWar (1485–\n1503),Ottoman Empire\nCrimean Khanate,Kingdom of Poland\nDuchy of Masovia\nTeutonic Order\nGrand Duchy of\nLithuania,,https://en.wikipedia.org/wiki/Polish%E2%80%93Ottoman_War_(1485%E2%80%931503),https://en.wikipedia.org/wiki/Polish%E2%80%93Ottoman_War_(1485%E2%80%931503),23242.0
1486,1486,Stafford and\nLovell Rebellion,Kingdom of England,Francis Lovell,,https://en.wikipedia.org/wiki/Stafford_and_Lovell_Rebellion,https://en.wikipedia.org/wiki/Stafford_and_Lovell_Rebellion,7152.0
1486,1487,Simmel\nRebellion,Kingdom of England,English rebels,,https://en.wikipedia.org/wiki/Lambert_Simnel,https://en.wikipedia.org/wiki/Lambert_Simnel,165949.0
1487,1492,1487 Flemish\nRevolt,Holy Roman Empire,Flemish separatists,,https://en.wikipedia.org/wiki/Flemish_revolts_against_Maximilian_of_Austria#Second_revolt,https://en.wikipedia.org/wiki/Flemish_revolts_against_Maximilian_of_Austria#Second_revolt,15113.0
1487,1487,Battle of Magari,Rokkaku clan\nIga–Kōka alliance,Ashikaga shogunate,,,,
1487,1488,Kaga Rebellion,Ikkō-ikki\nMotoori clan\nYamagawa clan\nOther rebels,Togashi clan,,https://en.wikipedia.org/wiki/Kaga_Rebellion,,11248.0
1489,1489,Yorkshire\nrebellion 1489,Kingdom of England,Tax Resisters,,https://en.wikipedia.org/wiki/Yorkshire_rebellion_1489,https://en.wikipedia.org/wiki/Yorkshire_rebellion_1489,4940.0
1491,1492,Bread and\nCheese Revolt,Habsburg Monarchy\nHabsburg Netherlands,Peasants & Fishermen,,https://en.wikipedia.org/wiki/Bread_and_Cheese_Revolt,https://en.wikipedia.org/wiki/Bread_and_Cheese_Revolt,4803.0
1492,1494,First\nMuscovite–\nLithuanian War,Grand Principality of Moscow\nCrimean Khanate,Grand Duchy of Lithuania\nVyazma,,https://en.wikipedia.org/wiki/Muscovite%E2%80%93Lithuanian_Wars#First_or_border_war_(1492%E2%80%931494),https://en.wikipedia.org/wiki/Muscovite%E2%80%93Lithuanian_Wars#First_or_border_war_(1492%E2%80%931494),53458.0
1493,1593,Hundred Years'\nCroatian-\nOttoman War\npart of the\nOttoman–\nHabsburg wars,Kingdom of Croatia\nKingdom of Hungary\nHoly Roman Empire\nOttoman Empire\nEyalet of Bosnia Budin\nEyalet,,,https://en.wikipedia.org/wiki/Hundred_Years'_Croatian-Ottoman_War,https://en.wikipedia.org/wiki/Hundred_Years'_Croatian-Ottoman_War,2600.0
1494,1498,Italian War of\n1494–98,Papal States\nRepublic of Venice\nKingdom of Naples\nSpain\nDuchy of Milan\nHoly Roman Empire,France,,https://en.wikipedia.org/wiki/Italian_War_of_1494%E2%80%9398,https://en.wikipedia.org/wiki/Italian_War_of_1494%E2%80%9398,6250.0
1495,1497,Russo-Swedish\nWar (1495–97),Grand Principality of Moscow,Kingdom of Denmark\nKingdom of Sweden,,https://en.wikipedia.org/wiki/Russo-Swedish_War_(1495%E2%80%9397),https://en.wikipedia.org/wiki/Russo-Swedish_War_(1495%E2%80%9397),2175.0
1497,1497,Cornish\nRebellion of\n1497,Kingdom of England,Cornish Rebels,,https://en.wikipedia.org/wiki/Cornish_Rebellion_of_1497,https://en.wikipedia.org/wiki/Cornish_Rebellion_of_1497,13722.0
1497,1497,Second Cornish\nUprising of\n1497,Kingdom of England,Cornish Rebels,,https://en.wikipedia.org/wiki/Second_Cornish_Uprising_of_1497,https://en.wikipedia.org/wiki/Second_Cornish_Uprising_of_1497,3180.0
1497,1497,Warbeck\nRebellion,Kingdom of England,English rebels,,https://en.wikipedia.org/wiki/Perkin_Warbeck,https://en.wikipedia.org/wiki/Perkin_Warbeck,286871.0
1497,1497,Conquest of\nMelilla,Union of Castile and Aragon,Morocco,,https://en.wikipedia.org/wiki/Conquest_of_Melilla,https://en.wikipedia.org/wiki/Conquest_of_Melilla,15473.0
1499,1499,Swabian War,"Old Swiss Confederacy,\nThree Leagues of the\nGrisons",Swabian League\nHoly Roman Empire,,https://en.wikipedia.org/wiki/Swabian_War,,57333.0
1499,1501,Rebellion of the\nAlpujarras\n(1499–1501),Union of Castile and Aragon,Muslims of Granada,,https://en.wikipedia.org/wiki/Rebellion_of_the_Alpujarras_(1499%E2%80%931501),https://en.wikipedia.org/wiki/Rebellion_of_the_Alpujarras_(1499%E2%80%931501),47594.0
1499,1503,Ottoman–\nVenetian War\n(1499–1503),Ottoman Empire,Republic of Venice\nSpain,,https://en.wikipedia.org/wiki/Ottoman%E2%80%93Venetian_War_(1499%E2%80%931503),https://en.wikipedia.org/wiki/Ottoman%E2%80%93Venetian_War_(1499%E2%80%931503),31727.0
1499,1504,Italian War of\n1499–1504,Duchy of Milan\nKingdom of Naples\nSpain (after 1501),France\nRepublic of Venice\nSpain (until 1501),,https://en.wikipedia.org/wiki/Italian_War_of_1499%E2%80%931504,https://en.wikipedia.org/wiki/Italian_War_of_1499%E2%80%931504,18323.0
